1312153203	456
1312153209	456
1312153215	455
1312153221	448
1312153227	450
1312153233	446
1312153240	447
1312153246	449
1312153252	451
1312153258	449
1312153264	449
1312153270	450
1312153276	451
1312153282	455
1312153289	449
1312153295	448
1312153301	449
1312153307	455
1312153313	454
1312153319	449
1312153325	448
1312153331	449
1312153337	450
1312153343	455
1312153349	453
1312153355	303
1312153362	302
1312153368	303
1312153374	302
1312153380	303
1312153386	303
1312153392	303
1312153399	303
1312153405	303
1312153411	304
1312153417	303
1312153423	302
1312153429	304
1312153436	303
1312153442	302
1312153448	302
1312153454	302
1312153460	303
1312153466	301
1312153472	301
1312153478	301
1312153484	301
1312153491	301
1312153503	301
1312153509	301
1312153515	301
1312153521	301
1312153527	303
1312153533	304
1312153539	302
1312153545	301
1312153551	302
1312153558	302
1312153564	301
1312153570	300
1312153576	300
1312153582	300
1312153588	301
1312153594	300
1312153601	301
1312153607	302
1312153613	302
1312153619	306
1312153637	225
1312153643	225
1312153649	223
1312153655	225
1312153662	224
1312153668	224
1312153674	224
1312153680	224
1312153686	224
1312153692	224
1312153698	225
1312153704	224
1312153710	224
1312153716	223
1312153723	224
1312153729	225
1312153735	224
1312153741	224
1312153747	224
1312153754	225
1312153760	224
1312153766	224
1312153772	225
1312153778	225
1312153784	224
1312153790	225
1312153796	224
1312153802	223
1312153809	224
1312153815	225
1312153820	224
1312153827	224
1312153833	224
1312153839	225
1312153845	225
1312153857	225
1312153863	224
1312153869	224
1312153876	224
1312153882	223
1312153888	225
1312153894	224
1312153900	224
1312153913	224
1312153919	225
1312153925	225
1312153931	225
1312153937	445
1312153943	444
1312153949	442
1312153956	444
1312153962	443
1312153974	442
1312153980	443
1312153986	442
1312153992	442
1312153998	442
1312154004	440
1312154011	444
1312154017	442
1312154029	440
1312154035	442
1312154041	442
1312154047	442
1312154054	440
1312154060	442
1312154066	442
1312154072	440
1312154085	440
1312154091	443
1312154097	442
1312154103	440
1312154109	440
1312154115	442
1312154121	440
1312154128	443
1312154140	332
1312154146	331
1312154152	331
1312154158	331
1312154165	331
1312154171	332
1312154177	331
1312154183	331
1312154196	332
1312154202	332
1312154208	332
1312154214	332
1312154220	332
1312154226	331
1312154232	331
1312154238	332
1312154244	332
1312154251	332
1312154257	333
1312154263	332
1312154269	332
1312154275	332
1312154281	332
1312154288	332
1312154294	332
1312154300	332
1312154306	332
1312154312	331
1312154319	331
1312154325	331
1312154331	332
1312154337	332
1312154343	332
1312154350	332
1312154356	331
1312154362	331
1312154368	332
1312154374	331
1312154380	331
1312154386	332
1312154392	332
1312154398	332
1312154404	331
1312154410	332
1312154416	331
1312154428	332
1312154435	331
1312154441	331
1312154447	332
1312154453	331
1312154459	331
1312154465	331
1312154471	331
1312154477	332
1312154490	331
1312154495	331
1312154502	330
1312154508	332
1312154514	331
1312154520	332
1312154527	331
1312154533	331
1312154539	331
1312154545	331
1312154551	332
1312154557	331
1312154563	330
1312154570	330
1312154576	332
1312154582	331
1312154588	332
1312154594	331
1312154600	330
1312154612	331
1312154618	331
1312154624	331
1312154630	332
1312154636	330
1312154642	331
1312154649	331
1312154655	331
1312154661	331
1312154673	331
1312154679	139
1312154685	139
1312154691	139
1312154698	139
1312154704	139
1312154710	139
1312154716	139
1312154722	139
1312154734	139
1312154740	140
1312154747	139
1312154753	139
1312154759	139
1312154765	138
1312154771	139
1312154777	140
1312154783	139
1312154789	139
1312154796	139
1312154802	139
1312154808	140
1312154814	139
1312154821	140
1312154827	139
1312154839	139
1312154845	139
1312154851	140
1312154857	140
1312154864	138
1312154870	138
1312154876	139
1312154882	139
1312154888	139
1312154894	139
1312154900	140
1312154906	139
1312154913	232
1312154919	227
1312154925	232
1312154931	224
1312154937	227
1312154943	225
1312154949	225
1312154956	224
1312154962	225
1312154968	227
1312154974	225
1312154980	228
1312154987	225
1312154999	225
1312155005	225
1312155011	227
1312155017	225
1312155023	227
1312155029	227
1312155036	225
1312155042	224
1312155048	227
1312155066	225
1312155072	225
1312155078	225
1312155084	224
1312155090	225
1312155096	224
1312155103	224
1312155109	227
1312155115	224
1312155121	227
1312155127	225
1312155133	225
1312155139	224
1312155145	139
1312155152	139
1312155158	139
1312155164	139
1312155170	139
1312155176	140
1312155182	139
1312155188	139
1312155194	139
1312155200	140
1312155206	139
1312155213	142
1312155219	140
1312155225	140
1312155231	139
1312155237	140
1312155243	138
1312155249	140
1312155255	140
1312155261	140
1312155267	140
1312155273	139
1312155279	140
1312155286	139
1312155292	139
1312155298	140
1312155304	139
1312155310	139
1312155317	138
1312155323	139
1312155329	139
1312155335	138
1312155341	139
1312155347	140
1312155353	139
1312155359	139
1312155365	139
1312155372	139
1312155378	139
1312155384	138
1312155390	140
1312155396	138
1312155402	139
1312155408	139
1312155421	139
1312155427	139
1312155433	139
1312155439	240
1312155446	234
1312155452	232
1312155458	227
1312155470	209
1312155477	201
1312155483	196
1312155489	198
1312155495	197
1312155501	195
1312155507	197
1312155520	197
1312155526	199
1312155532	198
1312155538	201
1312155544	200
1312155550	204
1312155556	200
1312155562	205
1312155568	200
1312155574	202
1312155587	200
1312155593	201
1312155599	204
1312155606	205
1312155618	210
1312155623	210
1312155629	648
1312155636	608
1312155642	589
1312155648	566
1312155654	548
1312155660	536
1312155667	504
1312155673	498
1312155679	488
1312155685	487
1312155691	484
1312155697	478
1312155710	479
1312155716	484
1312155722	479
1312155728	482
1312155734	480
1312155740	483
1312155746	483
1312155752	477
1312155758	479
1312155764	484
1312155777	476
1312155783	480
1312155789	487
1312155795	479
1312155801	484
1312155807	483
1312155813	482
1312155820	479
1312155826	485
1312155844	483
1312155850	478
1312155856	488
1312155862	478
1312155868	481
1312155874	483
1312155880	480
1312155886	482
1312155893	485
1312155899	478
1312155911	477
1312155918	480
1312155924	480
1312155930	482
1312155936	483
1312155942	480
1312155949	478
1312155955	476
1312155973	472
1312155979	469
1312155985	473
1312155991	471
1312155997	476
1312156003	477
1312156010	478
1312156016	478
1312156034	479
1312156040	474
1312156047	477
1312156053	470
1312156058	470
1312156064	474
1312156071	474
1312156077	477
1312156083	479
1312156089	477
1312156101	477
