1343751885 263 /dev/ttyUSB2 0
1343751891 232 /dev/ttyUSB2 0
1343751897 231 /dev/ttyUSB2 0
1343751909 227 /dev/ttyUSB2 0
1343751921 227 /dev/ttyUSB2 0
1343751927 227 /dev/ttyUSB2 0
1343751933 228 /dev/ttyUSB2 0
1343751940 228 /dev/ttyUSB2 0
1343751946 225 /dev/ttyUSB2 0
1343751952 229 /dev/ttyUSB2 0
1343751977 308 /dev/ttyUSB2 0
1343751989 300 /dev/ttyUSB2 0
1343752013 297 /dev/ttyUSB2 0
1343752019 299 /dev/ttyUSB2 0
1343752026 302 /dev/ttyUSB2 0
1343752032 308 /dev/ttyUSB2 0
1343752056 291 /dev/ttyUSB2 0
1343752063 292 /dev/ttyUSB2 0
1343752075 298 /dev/ttyUSB2 0
1343752087 300 /dev/ttyUSB2 0
1343752093 300 /dev/ttyUSB2 0
1343752099 303 /dev/ttyUSB2 0
1343752112 297 /dev/ttyUSB2 0
1343752124 297 /dev/ttyUSB2 0
1343752136 300 /dev/ttyUSB2 0
1343752148 297 /dev/ttyUSB2 0
1343752154 296 /dev/ttyUSB2 0
1343752161 296 /dev/ttyUSB2 0
1343752209 341 /dev/ttyUSB2 0
1343752228 335 /dev/ttyUSB2 0
1343752234 345 /dev/ttyUSB2 0
1343752240 338 /dev/ttyUSB2 0
1343752246 340 /dev/ttyUSB2 0
1343752258 345 /dev/ttyUSB2 0
1343752264 338 /dev/ttyUSB2 0
1343752270 342 /dev/ttyUSB2 0
1343752276 340 /dev/ttyUSB2 0
1343752282 335 /dev/ttyUSB2 0
1343752288 334 /dev/ttyUSB2 0
1343752294 334 /dev/ttyUSB2 0
1343752301 336 /dev/ttyUSB2 0
1343752319 337 /dev/ttyUSB2 0
1343752325 336 /dev/ttyUSB2 0
1343752337 336 /dev/ttyUSB2 0
1343752343 343 /dev/ttyUSB2 0
1343752356 337 /dev/ttyUSB2 0
1343752362 342 /dev/ttyUSB2 0
1343752368 334 /dev/ttyUSB2 0
1343752393 341 /dev/ttyUSB2 0
1343752405 347 /dev/ttyUSB2 0
1343752411 358 /dev/ttyUSB2 0
1343752417 337 /dev/ttyUSB2 0
1343752424 340 /dev/ttyUSB2 0
1343752430 336 /dev/ttyUSB2 0
1343752442 335 /dev/ttyUSB2 0
1343752454 336 /dev/ttyUSB2 0
1343752467 343 /dev/ttyUSB2 0
1343752473 337 /dev/ttyUSB2 0
1343752479 332 /dev/ttyUSB2 0
1343752485 334 /dev/ttyUSB2 0
1343752497 334 /dev/ttyUSB2 0
1343752503 340 /dev/ttyUSB2 0
1343752509 333 /dev/ttyUSB2 0
1343752521 332 /dev/ttyUSB2 0
1343752527 332 /dev/ttyUSB2 0
1343752539 335 /dev/ttyUSB2 0
1343752545 333 /dev/ttyUSB2 0
1343752551 333 /dev/ttyUSB2 0
1343752594 335 /dev/ttyUSB2 0
1343752600 336 /dev/ttyUSB2 0
1343752606 338 /dev/ttyUSB2 0
1343752612 334 /dev/ttyUSB2 0
1343752618 335 /dev/ttyUSB2 0
1343752636 336 /dev/ttyUSB2 0
1343752642 332 /dev/ttyUSB2 0
1343752655 333 /dev/ttyUSB2 0
1343752661 335 /dev/ttyUSB2 0
1343752667 337 /dev/ttyUSB2 0
1343752679 334 /dev/ttyUSB2 0
1343752691 340 /dev/ttyUSB2 0
1343752703 335 /dev/ttyUSB2 0
1343752721 333 /dev/ttyUSB2 0
1343752728 329 /dev/ttyUSB2 0
1343752740 332 /dev/ttyUSB2 0
1343752746 292 /dev/ttyUSB2 0
1343752752 289 /dev/ttyUSB2 0
1343752777 293 /dev/ttyUSB2 0
1343752783 295 /dev/ttyUSB2 0
1343752795 297 /dev/ttyUSB2 0
1343752807 297 /dev/ttyUSB2 0
1343752820 298 /dev/ttyUSB2 0
1343752826 296 /dev/ttyUSB2 0
1343752832 301 /dev/ttyUSB2 0
1343752838 297 /dev/ttyUSB2 0
1343752844 304 /dev/ttyUSB2 0
1343752850 299 /dev/ttyUSB2 0
1343752856 295 /dev/ttyUSB2 0
1343752874 298 /dev/ttyUSB2 0
1343752886 297 /dev/ttyUSB2 0
1343752893 300 /dev/ttyUSB2 0
1343752899 299 /dev/ttyUSB2 0
1343752905 295 /dev/ttyUSB2 0
1343752911 299 /dev/ttyUSB2 0
1343752917 295 /dev/ttyUSB2 0
1343752942 296 /dev/ttyUSB2 0
1343752948 298 /dev/ttyUSB2 0
1343752954 295 /dev/ttyUSB2 0
1343752960 291 /dev/ttyUSB2 0
1343752966 297 /dev/ttyUSB2 0
1343752972 301 /dev/ttyUSB2 0
1343752978 295 /dev/ttyUSB2 0
1343752984 296 /dev/ttyUSB2 0
1343752990 296 /dev/ttyUSB2 0
1343753009 299 /dev/ttyUSB2 0
1343753021 306 /dev/ttyUSB2 0
1343753033 223 /dev/ttyUSB2 0
1343753039 225 /dev/ttyUSB2 0
1343753045 229 /dev/ttyUSB2 0
1343753051 228 /dev/ttyUSB2 0
1343753057 224 /dev/ttyUSB2 0
1343753063 225 /dev/ttyUSB2 0
1343753070 221 /dev/ttyUSB2 0
1343753076 224 /dev/ttyUSB2 0
1343753082 224 /dev/ttyUSB2 0
1343753088 227 /dev/ttyUSB2 0
1343753094 223 /dev/ttyUSB2 0
1343753125 264 /dev/ttyUSB2 0
1343753131 259 /dev/ttyUSB2 0
1343753137 255 /dev/ttyUSB2 0
1343753149 259 /dev/ttyUSB2 0
1343753156 262 /dev/ttyUSB2 0
1343753162 256 /dev/ttyUSB2 0
1343753168 255 /dev/ttyUSB2 0
1343753174 257 /dev/ttyUSB2 0
1343753180 253 /dev/ttyUSB2 0
1343753186 256 /dev/ttyUSB2 0
1343753198 256 /dev/ttyUSB2 0
1343753211 262 /dev/ttyUSB2 0
1343753217 264 /dev/ttyUSB2 0
1343753223 262 /dev/ttyUSB2 0
1343753242 262 /dev/ttyUSB2 0
1343753248 257 /dev/ttyUSB2 0
1343753254 261 /dev/ttyUSB2 0
1343753260 255 /dev/ttyUSB2 0
1343753272 256 /dev/ttyUSB2 0
1343753278 259 /dev/ttyUSB2 0
1343753284 257 /dev/ttyUSB2 0
1343753291 227 /dev/ttyUSB2 0
1343753297 224 /dev/ttyUSB2 0
1343753309 223 /dev/ttyUSB2 0
1343753315 220 /dev/ttyUSB2 0
1343753327 219 /dev/ttyUSB2 0
1343753333 223 /dev/ttyUSB2 0
1343753339 218 /dev/ttyUSB2 0
1343753346 221 /dev/ttyUSB2 0
1343753352 220 /dev/ttyUSB2 0
1343753364 221 /dev/ttyUSB2 0
1343753370 222 /dev/ttyUSB2 0
1343753382 230 /dev/ttyUSB2 0
