14 Kitchen_DownLights
15 Toaster_or_KitchenAid_or_KenwoodMixer_or_BraunMixer
16 Kettle_or_SandwichToaster_or_Breville
17 CoffeeMaker_or_BreadMaker
18 Microwave
19 Fridge
20 Kitchen_Radio
21 DishWasher
22 Kitchen_Lamp
23 Laptop
24 DesktopPC
25 Office_LCD
26 Office_HiFi
27 Office_Lamp1_and_Lamp2
28 Printer
29 GigEswitch
30 Fan
31 BatteryCharger
99 Aggregate
