1310252400	0
1310252401	0
1310252402	0
1310252403	0
1310252404	0
1310252405	0
1310252406	0
1310252407	0
1310252408	0
1310252409	0
1310252410	0
1310252411	0
1310252412	0
1310252413	0
1310252414	0
1310252415	0
1310252416	0
1310252417	0
1310252418	0
1310252419	0
1310252420	0
1310252421	0
1310252422	0
1310252423	0
1310252424	0
1310252425	0
1310252426	0
1310252427	0
1310252428	0
1310252429	0
1310252430	0
1310252431	0
1310252432	0
1310252433	0
1310252434	0
1310252435	0
1310252436	0
1310252437	0
1310252438	0
1310252439	0
1310252440	0
1310252441	0
1310252442	0
1310252443	0
1310252444	0
1310252445	0
1310252446	0
1310252447	0
1310252448	0
1310252449	0
1310252450	0
1310252451	0
1310252452	0
1310252453	0
1310252454	0
1310252455	0
1310252456	0
1310252457	0
1310252458	0
1310252459	0
1310252460	0
1310252461	0
1310252462	0
1310252463	0
1310252464	0
1310252465	0
1310252466	0
1310252467	0
1310252468	0
1310252469	0
1310252470	0
1310252471	0
1310252472	0
1310252473	0.2
1310252474	0.4
1310252475	0.6
1310252476	0.7
1310252477	0.8
1310252478	1
1310252479	1.1
1310252480	1.2
1310252481	1.3
1310252482	1.3
1310252483	1.4
1310252484	1.4
1310252485	1.5
1310252486	1.9
1310252487	8.3
1310252488	8.3
1310252489	8.2
1310252490	8.3
1310252491	8.3
1310252492	8.3
1310252493	8.2
1310252494	8.3
1310252495	8.3
1310252496	8.3
1310252497	8.2
1310252498	8.3
1310252499	8.3
1310252500	8.3
1310252501	8.3
1310252502	8.3
1310252503	8.3
1310252504	8.2
1310252505	8.3
1310252506	8.3
1310252507	8.2
1310252508	8.3
1310252509	8.2
1310252510	8.2
1310252511	8.2
1310252512	8.3
1310252513	8.2
1310252514	8.2
1310252515	8.3
1310252516	44.9
1310252517	69.5
1310252518	63.9
1310252519	42.7
1310252520	54.8
1310252521	59.9
1310252522	49.9
1310252523	42.5
1310252524	63
1310252525	62.5
1310252526	23.9
1310252527	1.8
1310252528	1.8
1310252529	1.8
1310252530	1.8
1310252531	49.4
1310252532	55
1310252533	49
1310252534	49.4
1310252535	40.5
1310252536	55.7
1310252537	55.2
1310252538	42.2
1310252539	49.4
1310252540	54.5
1310252541	16.5
1310252542	2.2
1310252543	2.2
1310252544	2.2
1310252545	2.2
1310252546	63
1310252547	8.7
1310252548	8.6
1310252549	8.5
1310252550	8.5
1310252551	8.5
1310252552	8.4
1310252553	8.4
1310252554	8.4
1310252555	8.4
1310252556	8.4
1310252557	8.3
1310252558	8.3
1310252559	8.3
1310252560	8.3
1310252561	8.3
1310252562	8.3
1310252563	16.8
1310252564	116.9
1310252565	78.7
1310252566	79.2
1310252567	78.6
1310252568	78.8
1310252569	84.7
1310252570	84.8
1310252571	84.7
1310252572	84.3
1310252573	55.9
1310252574	2
1310252575	1.9
1310252576	1.9
1310252577	1.9
1310252578	35.3
1310252579	95.3
1310252580	80.9
1310252581	72
1310252582	77.8
1310252583	77.3
1310252584	77.2
1310252585	76.6
1310252586	76.6
1310252587	76.7
1310252588	42.9
1310252589	2.2
1310252590	2.2
1310252591	2.2
1310252592	2.2
1310252593	47.8
1310252594	104.4
1310252595	76.4
1310252596	85
1310252597	84.4
1310252598	78
1310252599	89.7
1310252600	83.9
1310252601	83.5
1310252602	83.3
1310252603	48.5
1310252604	1.8
1310252605	1.8
1310252606	1.8
1310252607	1.8
1310252608	53.7
1310252609	82.5
1310252610	74.2
1310252611	74.6
1310252612	74.1
1310252613	74.4
1310252614	74.8
1310252615	74.5
1310252616	74.6
1310252617	75
1310252618	34.7
1310252619	2.2
1310252620	2.2
1310252621	2.2
1310252622	2.2
1310252623	74.2
1310252624	88.8
1310252625	89
1310252626	88.6
1310252627	88.4
1310252628	88.6
1310252629	82.9
1310252630	92.8
1310252631	85.9
1310252632	85.9
1310252633	32.9
1310252634	1.8
1310252635	596.7
1310252636	2313.1
1310252637	2289.7
1310252638	2357
1310252639	2343.1
1310252640	2334.8
1310252641	2334.4
1310252642	2322.3
1310252643	2322.3
1310252644	2321.9
1310252645	2313.6
1310252646	613
1310252647	8.5
1310252648	8.5
1310252649	8.4
1310252650	8.4
1310252651	8.5
1310252652	8.5
1310252653	8.5
1310252654	8.4
1310252655	8.4
1310252656	1732.5
1310252657	2309.5
1310252658	2369.1
1310252659	2348.5
1310252660	2339.8
1310252661	2339.6
1310252662	2332.1
1310252663	2332.1
1310252664	2331.9
1310252665	2331.8
1310252666	2331.5
1310252667	2274.9
1310252668	2217.6
1310252669	2217.3
1310252670	2217.3
1310252671	2217
1310252672	2259.5
1310252673	2336.8
1310252674	2320.1
1310252675	2308.2
1310252676	2319.4
1310252677	2312.7
1310252678	2312.8
1310252679	2312.4
1310252680	2319.8
1310252681	2307.8
1310252682	2255
1310252683	2205.3
1310252684	2205.3
1310252685	2205.3
1310252686	2200.2
1310252687	2261.9
1310252688	2314
1310252689	2292.6
1310252690	2287.4
1310252691	2287.3
1310252692	2298.2
1310252693	2291.7
1310252694	2292.1
1310252695	2297.5
1310252696	2298.1
1310252697	2246.9
1310252698	2210.9
1310252699	2211
1310252700	2210.6
1310252701	2204.7
1310252702	2277.1
1310252703	2325
1310252704	2302.2
1310252705	2302.7
1310252706	2302.7
1310252707	2303
1310252708	2303.2
1310252709	2313.3
1310252710	2312.7
1310252711	2319.4
1310252712	2237.8
1310252713	2215
1310252714	2208.9
1310252715	2208.5
1310252716	2208.2
1310252717	2304.6
1310252718	2298.8
1310252719	2287.2
1310252720	2301
1310252721	2301.2
1310252722	2301.5
1310252723	2315.1
1310252724	2302.8
1310252725	2303
1310252726	2308.7
1310252727	2233.9
1310252728	2217
1310252729	2216.6
1310252730	2208.7
1310252731	2208.6
1310252732	2330.4
1310252733	2314.3
1310252734	2307.5
1310252735	2313.8
1310252736	2314
1310252737	2300.2
1310252738	2317.2
1310252739	2308.2
1310252740	2315.2
1310252741	2314.8
1310252742	2211.2
1310252743	2204.7
1310252744	2204.9
1310252745	2204.9
1310252746	2204.4
1310252747	2329.4
1310252748	2291.9
1310252749	2302.9
1310252750	2308
1310252751	2307.8
1310252752	2307.8
1310252753	2307.6
1310252754	2307.2
1310252755	2307.1
1310252756	2317.6
1310252757	2215.8
1310252758	2216
1310252759	2216
1310252760	2216.1
1310252761	2215.6
1310252762	2355
1310252763	2315.1
1310252764	2315.1
1310252765	2322.8
1310252766	2323.3
1310252767	2323.8
1310252768	2315.2
1310252769	2321.4
1310252770	2321
1310252771	2306.4
1310252772	2217.2
