UNIX time 	 watts
1335338707 	00519
1335338714 	00528
1335338720 	00524
1335338726 	00537
1335338732 	00541
1335338738 	00537
1335338744 	00537
1335338750 	00537
1335338756 	00542
1335338762 	00534
1335338768 	00545
1335338774 	00555
1335338780 	00550
1335338786 	00551
1335338792 	00550
1335338798 	00549
1335338805 	00547
1335338817 	00561
1335338823 	00549
1335338829 	00551
1335338835 	00556
1335338841 	00552
1335338847 	00556
1335338853 	00556
1335338859 	00541
1335338865 	00568
1335338871 	00576
1335338877 	00552
1335338883 	00560
1335338889 	00551
1335338895 	00547
1335338908 	00545
1335338914 	00552
1335338920 	00550
1335338926 	00557
1335338932 	00556
1335338938 	00552
1335338944 	00545
1335338956 	00539
1335338962 	00545
1335338968 	00549
1335338974 	00542
1335338980 	00549
1335338986 	00550
1335338993 	00548
1335338999 	00548
1335339005 	00550
1335339011 	00547
1335339017 	00541
1335339023 	00545
1335339029 	00549
1335339035 	00546
1335339047 	00547
1335339053 	00566
1335339059 	00557
1335339065 	00550
1335339071 	00556
1335339077 	00556
1335339083 	00578
1335339096 	00574
1335339102 	00564
1335339108 	00559
1335339114 	00568
1335339120 	00564
1335339126 	00558
1335339132 	00566
1335339138 	00563
1335339144 	00563
1335339150 	00568
1335339156 	00558
1335339162 	00578
1335339168 	00567
1335339174 	00571
1335339181 	00560
1335339187 	00558
1335339193 	00561
1335339199 	00567
1335339205 	00544
1335339211 	00551
1335339217 	00546
1335339223 	00562
1335339235 	00551
1335339241 	00537
1335339247 	00559
1335339259 	00545
1335339265 	00561
1335339271 	00546
1335339284 	00541
1335339290 	00559
1335339296 	00550
1335339302 	00555
1335339308 	00560
1335339314 	00549
1335339320 	00568
1335339326 	00546
1335339332 	00550
1335339338 	00562
1335339344 	00560
1335339350 	00546
1335339356 	00560
1335339362 	00338
1335339369 	00338
1335339375 	00340
1335339381 	00338
1335339387 	00331
1335339393 	00332
1335339399 	00330
1335339405 	00333
1335339411 	00345
1335339417 	00338
1335339423 	00342
1335339429 	00337
1335339435 	00359
1335339441 	00359
1335339447 	00355
1335339453 	00354
1335339459 	00352
1335339466 	00348
1335339472 	00353
1335339478 	00353
1335339484 	00352
1335339490 	00352
1335339496 	00353
1335339502 	00353
1335339508 	00351
1335339520 	00353
1335339526 	00353
1335339532 	00352
1335339538 	00353
1335339544 	00352
1335339550 	00351
1335339556 	00353
1335339569 	00347
1335339575 	00346
1335339581 	00344
1335339587 	00346
1335339593 	00341
1335339599 	00342
1335339605 	00330
1335339617 	00329
1335339623 	00332
1335339629 	00329
1335339635 	00334
1335339641 	00338
1335339647 	00337
1335339653 	00341
1335339666 	00337
1335339672 	00340
1335339678 	00336
1335339684 	00337
1335339690 	00340
1335339696 	00337
1335339702 	00338
1335339714 	00337
1335339720 	00338
1335339726 	00336
1335339732 	00329
1335339738 	00331
1335339744 	00329
1335339750 	00334
1335339763 	00335
1335339769 	00337
1335339775 	00340
1335339781 	00337
1335339787 	00340
1335339793 	00416
1335339799 	00412
1335339811 	00408
1335339817 	00401
1335339823 	00399
1335339829 	00400
1335339835 	00402
1335339841 	00402
1335339847 	00401
1335339860 	00409
1335339866 	00410
1335339872 	00409
1335339878 	00408
1335339884 	00410
1335339890 	00412
1335339896 	00410
1335339902 	00410
1335339908 	00408
1335339914 	00409
1335339920 	00411
1335339926 	00402
1335339932 	00402
1335339938 	00401
1335339944 	00402
1335339950 	00394
1335339957 	00393
1335339963 	00398
1335339969 	00395
1335339975 	00387
1335339981 	00385
1335339987 	00386
1335339993 	00386
1335339999 	00383
1335340005 	00385
1335340011 	00385
1335340017 	00383
1335340023 	00392
1335340029 	00387
1335340035 	00392
1335340041 	00387
1335340047 	00387
1335340054 	00395
1335340060 	00387
1335340066 	00310
1335340072 	00311
1335340078 	00311
1335340084 	00325
1335340090 	00313
1335340096 	00311
1335340102 	00312
1335340108 	00312
1335340114 	00312
1335340120 	00312
1335340126 	00312
1335340132 	00311
1335340138 	00314
1335340144 	00311
1335340150 	00334
1335340157 	00335
1335340163 	00334
1335340169 	00330
1335340175 	00326
1335340181 	00324
1335340187 	00324
1335340193 	00325
1335340199 	00326
1335340205 	00324
1335340211 	00327
1335340217 	00325
1335340223 	00325
1335340229 	00325
1335340235 	00325
1335340241 	00326
1335340247 	00326
1335340254 	00329
1335340260 	00324
1335340266 	00326
1335340272 	00326
1335340278 	00317
1335340284 	00320
1335340290 	00319
1335340296 	00331
1335340302 	00321
1335340308 	00311
1335340314 	00311
1335340320 	00318
1335340326 	00312
1335340332 	00314
1335340338 	00312
1335340344 	00310
1335340351 	00319
1335340357 	00314
1335340369 	00311
1335340375 	00310
1335340381 	00312
1335340387 	00256
1335340393 	00257
1335340399 	00258
1335340405 	00265
1335340411 	00263
1335340417 	00262
1335340423 	00265
1335340429 	00263
1335340435 	00265
1335340441 	00267
1335340448 	00263
1335340454 	00496
1335340460 	00478
1335340466 	00499
1335340472 	00482
1335340478 	00493
1335340484 	02858
1335340491 	02809
1335340497 	02493
1335340504 	02489
1335340516 	02503
1335340523 	02534
1335340529 	02558
1335340536 	02555
1335340542 	02527
1335340548 	02495
1335340555 	02492
1335340561 	02491
1335340568 	02495
1335340574 	02497
1335340581 	02503
1335340587 	02505
1335340593 	02504
1335340600 	02498
1335340606 	02528
1335340612 	00277
1335340618 	00276
1335340630 	00479
