UNIX time 	 watts
1337893659 	00389
1337893665 	00393
1337893672 	00390
1337893678 	00401
1337893684 	00394
1337893690 	00404
1337893696 	00393
1337893702 	00393
1337893708 	00397
1337893714 	00402
1337893720 	00401
1337893726 	00408
1337893732 	00403
1337893738 	00417
1337893744 	00394
1337893750 	00399
1337893756 	00403
1337893762 	00395
1337893768 	00410
1337893774 	00412
1337893786 	00409
1337893792 	00401
1337893799 	00414
1337893805 	00400
1337893811 	00417
1337893817 	00408
1337893823 	00402
1337893829 	00401
1337893835 	00404
1337893841 	00404
1337893847 	00395
1337893853 	00400
1337893859 	00403
1337893865 	00417
1337893871 	00420
1337893877 	00378
1337893883 	00419
1337893889 	00421
1337893896 	00404
1337893902 	00422
1337893908 	00406
1337893914 	00414
1337893920 	00424
1337893926 	00419
1337893938 	00423
1337893944 	00433
1337893950 	00436
1337893957 	00425
1337893963 	00417
1337893969 	00401
1337893974 	00422
1337893981 	00422
1337893987 	00406
1337893993 	00411
1337893999 	00421
1337894005 	00420
1337894011 	00422
1337894017 	00422
1337894023 	00409
1337894029 	00415
1337894035 	00404
1337894042 	00421
1337894048 	00383
1337894060 	00381
1337894066 	00381
1337894072 	00388
1337894078 	00398
1337894084 	00420
1337894091 	00404
1337894096 	00422
1337894103 	00422
1337894109 	00422
1337894121 	00424
1337894127 	00419
1337894133 	00409
1337894139 	00427
1337894145 	00405
1337894151 	00408
1337894163 	00403
1337894169 	00408
1337894176 	00417
1337894181 	00412
1337894188 	00422
1337894194 	00388
1337894206 	00383
1337894212 	00382
1337894218 	00390
1337894224 	00392
1337894230 	00385
1337894236 	00380
1337894248 	00398
1337894254 	00381
1337894260 	00393
1337894266 	00392
1337894273 	00402
1337894279 	00391
1337894284 	00392
1337894291 	00352
1337894297 	00352
1337894303 	00353
1337894315 	00342
1337894321 	00351
1337894327 	00347
1337894333 	00344
1337894339 	00323
1337894345 	00317
1337894351 	00320
1337894357 	00330
1337894363 	00327
1337894369 	00403
1337894381 	00461
1337894387 	00477
1337894393 	00450
1337894400 	00457
1337894406 	00435
1337894412 	00491
1337894418 	00469
1337894424 	00469
1337894430 	00470
1337894442 	00454
1337894449 	00468
1337894454 	00467
1337894461 	00485
1337894467 	00443
1337894473 	00426
1337894479 	00474
1337894485 	00450
1337894491 	00357
1337894497 	00334
1337894503 	00333
1337894510 	00340
1337894516 	00342
1337894528 	00348
1337894534 	00361
1337894540 	00343
1337894546 	00357
1337894552 	00369
1337894558 	00367
1337894564 	00345
1337894571 	00358
1337894577 	00348
1337894583 	00346
1337894589 	00345
1337894595 	00360
1337894601 	00365
1337894607 	00355
1337894613 	00356
1337894619 	00371
1337894625 	00388
1337894631 	00372
1337894638 	00357
1337894643 	00354
1337894649 	00352
1337894656 	00346
1337894662 	00367
1337894668 	00371
1337894674 	00380
1337894680 	00371
1337894686 	00398
1337894698 	00366
1337894704 	00365
1337894710 	00367
1337894717 	00366
1337894723 	00367
1337894729 	00363
1337894741 	00368
1337894747 	00371
1337894753 	00369
1337894759 	00368
1337894765 	00375
1337894771 	00371
1337894777 	00356
1337894784 	00367
1337894790 	00368
1337894796 	00357
