UNIX time 	 watts
1330250650 	00200
1330250656 	00200
1330250662 	00197
1330250668 	00196
1330250674 	00197
1330250680 	00200
1330250686 	00196
1330250692 	00196
1330250698 	00197
1330250704 	00197
1330250710 	00198
1330250717 	00199
1330250723 	00197
1330250735 	00197
1330250741 	00197
1330250747 	00198
1330250753 	00198
1330250759 	00197
1330250765 	00197
1330250771 	00198
1330250777 	00196
1330250783 	00198
1330250789 	00198
1330250795 	00198
1330250801 	00202
1330250807 	00207
1330250814 	00206
1330250820 	00211
1330250826 	00211
1330250832 	00211
1330250838 	00211
1330250844 	00212
1330250850 	00209
1330250856 	00211
1330250862 	00202
1330250868 	00199
1330250874 	00199
1330250880 	00199
1330250886 	00204
1330250892 	00206
1330250898 	00207
1330250904 	00205
1330250911 	00199
1330250917 	00200
1330250923 	00234
1330250929 	00235
1330250935 	00239
1330250941 	00234
1330250947 	00234
1330250953 	00235
1330250959 	00231
1330250965 	00234
1330250977 	00235
1330250983 	00233
1330250989 	00239
1330250995 	00236
1330251001 	00231
1330251007 	00234
1330251014 	00235
1330251020 	00232
1330251026 	00233
1330251032 	00232
1330251038 	00232
1330251044 	00232
1330251050 	00232
1330251056 	00233
1330251062 	00233
1330251068 	00232
1330251074 	00232
1330251080 	00232
1330251086 	00230
1330251092 	00230
1330251098 	00232
1330251104 	00195
1330251111 	00195
1330251117 	00197
1330251123 	00194
1330251129 	00196
1330251135 	00196
1330251141 	00196
1330251147 	00195
1330251159 	00195
1330251165 	00195
1330251171 	00197
1330251177 	00197
1330251183 	00195
1330251189 	00205
1330251195 	00199
1330251208 	00206
1330251214 	00196
1330251220 	00198
1330251226 	00195
1330251232 	00197
1330251238 	00196
1330251244 	00197
1330251256 	00200
1330251262 	00198
1330251268 	00197
1330251274 	00197
1330251280 	00195
1330251286 	00202
1330251292 	00197
1330251304 	00196
1330251311 	00196
1330251317 	00198
1330251323 	00196
1330251329 	00198
1330251335 	00199
1330251353 	00211
1330251359 	00197
1330251365 	00197
1330251371 	00211
1330251377 	00197
1330251383 	00197
1330251389 	00235
1330251395 	00232
1330251401 	00235
1330251408 	00236
1330251414 	00233
1330251420 	00233
1330251426 	00233
1330251432 	00232
1330251438 	00242
1330251444 	00538
1330251450 	00318
1330251456 	00315
1330251462 	00314
1330251468 	00312
1330251474 	00314
1330251480 	00307
1330251486 	00309
1330251492 	00313
1330251498 	00313
1330251504 	00304
1330251511 	00301
1330251517 	00302
1330251523 	00303
1330251529 	00300
1330251535 	00302
1330251541 	00301
1330251547 	00306
1330251553 	00301
1330251559 	00308
1330251565 	00304
1330251571 	00300
1330251577 	00302
1330251583 	00304
1330251589 	00302
1330251595 	00304
1330251601 	00303
1330251608 	00301
1330251614 	00303
1330251620 	00302
1330251626 	00304
1330251632 	00306
1330251638 	00302
1330251650 	00304
1330251656 	00302
1330251662 	00311
1330251668 	00308
1330251674 	00304
1330251680 	00304
1330251686 	00302
1330251698 	00304
1330251705 	00306
1330251711 	00306
1330251717 	00317
1330251723 	00310
1330251729 	00308
1330251735 	00313
1330251747 	00300
1330251753 	00303
1330251759 	00303
1330251765 	00309
1330251771 	00301
1330251777 	00304
1330251783 	00303
1330251795 	00304
1330251801 	00308
1330251808 	00304
1330251814 	00304
1330251820 	00301
1330251826 	00304
1330251832 	00306
1330251838 	00302
1330251844 	00306
1330251850 	00303
1330251856 	00301
1330251862 	00300
1330251868 	00300
1330251874 	00315
1330251880 	00306
1330251886 	00302
1330251892 	00300
1330251898 	00302
1330251905 	00299
1330251911 	00304
1330251917 	00299
1330251923 	00300
1330251929 	00299
1330251935 	00299
1330251941 	00303
1330251947 	00317
1330251953 	00298
1330251959 	00301
1330251965 	00298
1330251977 	00298
1330251983 	00300
1330251995 	00300
1330252001 	00297
1330252008 	00299
1330252014 	00297
1330252020 	00300
1330252026 	00301
1330252032 	00231
1330252044 	00231
1330252050 	00232
1330252056 	00232
1330252062 	00230
1330252068 	00231
1330252074 	00231
