UNIX time 	 watts
1332231882 	00259
1332231888 	00268
1332231894 	00273
1332231906 	00261
1332231912 	00255
1332231918 	00259
1332231924 	00258
1332231930 	00251
1332231936 	00250
1332231942 	00252
1332231948 	00252
1332231954 	00251
1332231960 	00245
1332231967 	00242
1332231972 	00233
1332231979 	00232
1332231985 	00231
1332231991 	00233
1332231997 	00231
1332232003 	00232
1332232009 	00234
1332232015 	00243
1332232021 	00278
1332232033 	00274
1332232039 	00275
1332232045 	00274
1332232051 	00274
1332232057 	00276
1332232063 	00278
1332232069 	00274
1332232082 	00278
1332232088 	00276
1332232094 	00275
1332232100 	00304
1332232106 	00312
1332232112 	00310
1332232118 	00336
1332232124 	00334
1332232130 	00334
1332232136 	00330
1332232142 	00327
1332232148 	00330
1332232154 	00331
1332232160 	00326
1332232166 	00318
1332232172 	00320
1332232179 	00318
1332232185 	00321
1332232191 	00317
1332232197 	00311
1332232203 	00310
1332232209 	00310
1332232215 	00310
1332232221 	00309
1332232233 	00310
1332232239 	00311
1332232245 	00309
1332232251 	00317
1332232257 	00315
1332232263 	00319
1332232269 	00313
1332232275 	00314
1332232282 	00310
1332232288 	00309
1332232294 	00311
1332232300 	00318
1332232306 	00329
1332232312 	00309
1332232318 	00312
1332232324 	00311
1332232330 	00315
1332232342 	00310
1332232348 	00314
1332232354 	00324
1332232360 	00332
1332232366 	00331
1332232372 	00332
1332232391 	00329
1332232408 	00324
1332232420 	00313
1332232431 	00315
1332232435 	00309
1332232439 	00308
1332232445 	00309
1332232451 	00323
1332232457 	00307
1332232463 	00308
1332232469 	00308
1332232475 	00309
1332232488 	00308
1332232494 	00308
1332232500 	00309
1332232506 	00309
1332232512 	00307
1332232518 	00307
1332232524 	00309
1332232530 	00307
1332232536 	00310
1332232542 	00307
1332232548 	00308
1332232554 	00309
1332232560 	00308
1332232566 	00308
1332232572 	00308
1332232578 	00308
1332232591 	00340
1332232597 	00330
1332232603 	00327
1332232609 	00324
1332232615 	00323
1332232621 	00321
1332232627 	00322
1332232633 	00323
1332232639 	00319
1332232645 	00318
1332232651 	00313
1332232657 	00321
1332232663 	00307
1332232673 	00307
1332232680 	00310
1332232684 	00310
1332232694 	00308
1332232700 	00307
1332232706 	00306
1332232712 	00313
1332232718 	00309
1332232724 	00319
1332232730 	00315
1332232736 	00318
1332232742 	00313
1332232748 	00318
1332232754 	00326
1332232760 	00319
1332232766 	00312
1332232772 	00313
1332232778 	00319
1332232784 	00323
1332232797 	00313
1332232803 	00318
1332232809 	00321
1332232815 	00319
1332232821 	00313
1332232827 	00338
1332232833 	00334
1332232839 	00336
1332232845 	00332
1332232851 	00335
1332232857 	00323
1332232863 	00324
1332232869 	00317
1332232875 	00317
1332232881 	00314
1332232887 	00317
1332232893 	00318
1332232899 	00308
1332232906 	00314
1332232912 	00308
1332232918 	00307
1332232924 	00323
1332232930 	00331
1332232936 	00311
1332232942 	00308
1332232954 	00308
1332232960 	00309
1332232966 	00307
1332232972 	00307
1332232978 	00306
1332232984 	00307
1332232990 	00307
1332232996 	00307
1332233008 	00306
1332233015 	00304
1332233027 	00306
1332233033 	00306
1332233039 	00309
1332233045 	00304
1332233051 	00306
1332233057 	00330
1332233063 	00329
1332233069 	00325
1332233075 	00330
1332233081 	00321
1332233087 	00323
1332233093 	00321
1332233099 	00322
1332233111 	00313
1332233118 	00315
1332233124 	00313
1332233130 	00309
1332233136 	00306
1332233142 	00306
1332233148 	00309
1332233154 	00306
1332233166 	00307
1332233172 	00304
1332233178 	00304
1332233184 	00304
1332233190 	00311
1332233196 	00307
1332233202 	00308
1332233208 	00301
1332233220 	00310
1332233227 	00300
1332233233 	00299
1332233239 	00299
1332233245 	00300
1332233251 	00300
1332233257 	00300
1332233263 	00298
1332233269 	00299
1332233275 	00306
1332233281 	00301
1332233287 	00299
1332233293 	00321
1332233299 	00321
1332233305 	00318
1332233311 	00317
1332233317 	00315
1332233323 	00313
1332233329 	00313
1332233336 	00306
1332233342 	00306
1332233348 	00310
1332233354 	00307
1332233360 	00306
1332233366 	00298
1332233372 	00299
1332233378 	00300
1332233384 	00299
1332233390 	00299
1332233396 	00299
1332233402 	00299
1332233408 	00299
1332233414 	00299
1332233420 	00303
1332233432 	00298
1332233438 	00298
1332233445 	00299
1332233451 	00299
1332233457 	00299
1332233463 	00300
1332233469 	00299
1332233475 	00300
1332233487 	00300
1332233493 	00299
1332233499 	00297
1332233505 	00298
1332233511 	00298
1332233517 	00307
1332233523 	00325
1332233529 	00330
1332233541 	00324
1332233547 	00313
1332233554 	00311
1332233560 	00312
1332233566 	00323
1332233572 	00312
1332233578 	00304
1332233584 	00303
1332233596 	00300
1332233602 	00298
1332233608 	00301
1332233614 	00297
1332233620 	00299
1332233626 	00297
1332233632 	00299
1332233638 	00296
1332233650 	00298
1332233656 	00298
1332233663 	00298
1332233669 	00299
1332233675 	00302
1332233681 	00307
1332233687 	00298
1332233693 	00297
1332233699 	00298
1332233705 	00297
1332233711 	00300
1332233717 	00297
1332233723 	00297
1332233729 	00296
1332233735 	00296
1332233741 	00296
1332233747 	00298
1332233753 	00298
1332233759 	00331
1332233765 	00319
1332233771 	00317
1332233778 	00314
1332233784 	00313
1332233790 	00311
1332233796 	00310
1332233802 	00304
1332233808 	00304
1332233814 	00304
1332233820 	00304
1332233826 	00303
1332233832 	00296
1332233838 	00296
1332233844 	00299
1332233850 	00297
1332233856 	00299
1332233862 	00295
1332233868 	00298
1332233874 	00296
1332233880 	00297
1332233887 	00295
1332233893 	00297
1332233899 	00296
1332233905 	00296
1332233911 	00295
1332233917 	00296
1332233929 	00295
1332233935 	00297
1332233941 	00295
1332233947 	00297
1332233953 	00295
1332233959 	00297
1332233965 	00298
1332233971 	00306
1332233983 	00296
1332233989 	00296
1332233995 	00320
1332234002 	00318
1332234010 	00313
1332234014 	00311
1332234020 	00311
1332234026 	00309
1332234032 	00317
1332234038 	00304
1332234044 	00301
1332234050 	00302
1332234056 	00302
1332234062 	00301
1332234069 	00295
1332234074 	00293
1332234080 	00293
1332234086 	00295
1332234092 	00296
1332234098 	00296
1332234105 	00295
1332234110 	00295
1332234117 	00296
1332234123 	00296
1332234129 	00296
1332234135 	00298
1332234141 	00296
1332234153 	00295
1332234159 	00296
1332234165 	00299
1332234171 	00296
1332234177 	00295
1332234183 	00296
1332234189 	00295
1332234195 	00296
1332234201 	00297
1332234207 	00295
1332234213 	00297
1332234219 	00295
1332234232 	00315
1332234238 	00317
1332234244 	00313
1332234250 	00313
1332234256 	00311
1332234262 	00309
1332234268 	00309
1332234274 	00303
1332234280 	00304
1332234286 	00301
1332234292 	00303
1332234298 	00302
1332234304 	00295
1332234310 	00296
1332234322 	00295
1332234328 	00295
1332234335 	00295
1332234340 	00293
1332234347 	00297
1332234353 	00295
1332234359 	00297
1332234365 	00297
1332234371 	00295
1332234377 	00300
1332234383 	00296
1332234389 	00300
1332234401 	00296
1332234407 	00295
1332234413 	00293
1332234419 	00292
1332234437 	00296
1332234443 	00296
1332234449 	00298
1332234455 	00297
1332234462 	00306
1332234468 	00318
1332234474 	00314
1332234480 	00309
1332234486 	00310
1332234492 	00309
1332234498 	00307
1332234504 	00309
1332234510 	00303
1332234516 	00300
1332234522 	00301
1332234528 	00304
1332234534 	00292
1332234540 	00292
1332234552 	00293
1332234558 	00295
1332234565 	00297
1332234570 	00296
1332234577 	00296
1332234583 	00295
1332234589 	00296
1332234595 	00296
1332234601 	00292
1332234607 	00293
1332234613 	00291
1332234619 	00295
1332234625 	00297
1332234631 	00293
1332234637 	00382
1332234643 	00377
1332234649 	00379
1332234655 	00377
1332234667 	00374
1332234673 	00374
1332234679 	00372
1332234685 	00369
1332234692 	00367
1332234698 	00392
1332234704 	00389
1332234710 	00385
1332234716 	00382
1332234722 	00382
1332234728 	00380
1332234734 	00381
1332234740 	00372
1332234746 	00376
1332234752 	00372
1332234764 	00376
1332234770 	00366
1332234782 	00368
1332234788 	00372
1332234795 	00366
1332234800 	00366
1332234806 	00370
1332234813 	00368
1332234819 	00368
1332234825 	00367
1332234831 	00367
1332234849 	00369
1332234855 	00367
1332234861 	00366
1332234867 	00367
1332234873 	00368
1332234879 	00366
1332234885 	00367
1332234891 	00371
1332234897 	00368
1332234903 	00368
1332234915 	00366
1332234921 	00366
1332234928 	00366
1332234934 	00392
1332234940 	00390
1332234946 	00386
1332234958 	00382
1332234964 	00379
1332234970 	00382
1332234976 	00374
1332234982 	00375
1332234988 	00371
1332234994 	00370
1332235000 	00375
1332235006 	00368
1332235025 	00366
1332235030 	00380
1332235036 	00369
