UNIX time 	 watts
1337326125 	00439
1337326131 	00313
1337326137 	00301
1337326143 	00299
1337326150 	00306
1337326156 	00846
1337326168 	00473
1337326174 	00202
1337326180 	00198
1337326186 	00201
1337326192 	00195
1337326204 	00199
1337326210 	00198
1337326216 	00197
1337326222 	00206
1337326228 	00197
1337326234 	00198
1337326246 	00199
1337326252 	00517
1337326258 	00352
1337326264 	00293
1337326270 	00246
1337326276 	00318
1337326282 	00274
1337326288 	00245
1337326294 	00835
1337326300 	00578
1337326306 	00200
1337326312 	00199
1337326325 	00198
1337326331 	00194
1337326337 	00236
1337326343 	00238
1337326349 	00239
1337326355 	00238
1337326361 	00241
1337326367 	00241
1337326373 	00239
1337326379 	00240
1337326385 	00234
1337326391 	00747
1337326397 	00383
1337326409 	00759
1337326415 	00241
1337326421 	00239
1337326427 	00319
1337326433 	00342
1337326439 	00344
1337326445 	00342
1337326451 	00340
1337326457 	00638
1337326463 	00330
1337326469 	00239
1337326475 	00239
1337326482 	00238
1337326488 	00342
1337326500 	00331
1337326506 	00840
1337326512 	00290
1337326518 	00198
1337326524 	00207
1337326530 	00198
1337326536 	00299
1337326542 	00301
1337326548 	00789
1337326554 	00335
1337326560 	00380
1337326572 	00383
1337326578 	00401
1337326584 	00409
1337326590 	00393
1337326596 	00399
1337326602 	00392
1337326608 	00197
1337326614 	00198
1337326620 	00211
1337326626 	00199
1337326632 	00194
1337326644 	00482
1337326657 	00483
1337326663 	00494
1337326669 	00370
1337326675 	00198
1337326681 	00600
1337326687 	00598
1337326693 	00201
1337326699 	00628
1337326705 	00895
1337326711 	00825
1337326717 	00200
1337326723 	00834
1337326735 	00861
1337326741 	00195
1337326747 	00891
1337326753 	00195
1337326759 	00880
1337326765 	00200
1337326771 	00894
1337326777 	00194
1337326783 	00897
1337326789 	00195
1337326795 	00912
1337326801 	00194
1337326807 	00850
1337326820 	00799
1337326826 	00198
1337326832 	00937
1337326838 	00196
1337326844 	01289
1337326850 	00202
1337326856 	01505
1337326869 	01417
1337326875 	00195
1337326881 	01587
1337326887 	00195
1337326894 	01651
1337326900 	00197
1337326906 	01621
1337326912 	00196
