1340786553	1	00000
1340786555	0	00265
1340786559	1	00000
1340786561	2	00082
1340786562	0	00267
1340786565	1	00000
1340786568	2	00082
1340786571	1	00000
1340786574	0	00267
1340786577	1	00000
1340786580	2	00081
1340786580	0	00267
1340786584	1	00000
1340786586	2	00081
1340786586	0	00265
1340786592	2	00081
1340786592	0	00269
1340786596	1	00000
1340786598	0	00264
1340786602	1	00000
1340786604	2	00081
1340786605	0	00268
1340786608	1	00000
1340786610	2	00081
1340786611	0	00264
1340786614	1	00000
1340786617	2	00081
1340786617	0	00267
1340786620	1	00000
1340786626	1	00000
1340786629	2	00081
1340786632	1	00000
1340786635	2	00081
1340786635	0	00264
1340786639	1	00000
1340786641	2	00081
1340786641	0	00266
1340786645	1	00000
1340786648	0	00264
1340786651	1	00000
1340786653	2	00080
1340786657	1	00000
1340786659	2	00080
1340786660	0	00266
1340786690	2	00080
1340786691	0	00264
1340786694	1	00000
1340786699	2	00080
1340786700	1	00000
1340786702	2	00080
1340786703	0	00263
1340786706	1	00000
1340786708	2	00080
1340786709	0	00265
1340786712	1	00000
1340786743	1	00000
1340786745	2	00080
1340786746	0	00264
1340786749	1	00000
1340786751	2	00079
1340786752	0	00264
1340786755	1	00000
1340786757	2	00079
1340786758	0	00263
1340786761	1	00000
1340786764	2	00079
1340786767	1	00000
1340786770	2	00079
1340786770	0	00263
1340786773	1	00000
1340786775	3	00019
1340786776	2	00078
1340786777	0	00266
1340786779	1	00000
1340786781	3	00021
1340786782	2	00079
1340786783	0	00265
1340786785	1	00000
1340786788	2	00079
1340786791	0	00263
1340786791	1	00000
1340786793	3	00021
1340786794	2	00079
1340786795	0	00263
1340786798	1	00000
1340786800	2	00079
1340786801	0	00263
1340786806	2	00079
1340786808	0	00264
1340786810	1	00000
1340786813	2	00079
1340786814	0	00262
1340786816	1	00000
1340786819	2	00078
1340786820	0	00265
1340786822	1	00000
1340786825	2	00079
1340786826	0	00266
1340786828	1	00000
1340786831	2	00078
1340786832	0	00262
1340786834	1	00000
1340786837	2	00078
1340786838	0	00264
1340786840	1	00000
1340786842	3	00020
1340786843	2	00078
1340786844	0	00263
1340786846	1	00000
1340786848	3	00022
1340786849	2	00078
1340786853	1	00000
1340786855	2	00078
1340786856	0	00261
1340786860	3	00019
1340786862	2	00079
1340786862	0	00262
1340786865	1	00000
1340786866	3	00020
1340786868	2	00078
1340786869	0	00266
1340786871	1	00000
1340786872	3	00020
1340786874	2	00078
1340786876	0	00265
1340786892	2	00078
1340786893	0	00261
1340786895	1	00000
1340786897	3	00020
1340786898	2	00078
1340786899	0	00264
1340786901	1	00000
1340786903	3	00019
1340786904	2	00078
1340786908	1	00000
1340786911	2	00078
1340786912	0	00263
1340786914	1	00000
1340786915	3	00021
1340786917	2	00077
1340786920	1	00000
1340786921	3	00019
1340786923	2	00077
1340786924	0	00262
1340786926	1	00000
1340786929	2	00077
1340786930	0	00263
1340786932	1	00000
1340786935	2	00078
1340786937	0	00261
1340786940	3	00019
1340786941	2	00077
1340786944	0	00209
1340786944	1	00000
1340786946	3	00020
1340786947	2	00001
1340786949	0	00190
1340786950	1	00000
1340786953	2	00000
1340786955	0	00191
1340786956	1	00000
1340786958	3	00020
1340786960	2	00001
1340786961	0	00190
1340786964	1	00000
1340786966	2	00001
1340786967	0	00191
1340786969	1	00000
1340786970	3	00019
1340786972	2	00001
