1340786973	0	00190
1340786975	1	00000
1340786976	3	00019
1340786978	2	00000
1340786979	0	00193
1340786981	1	00000
1340786984	2	00000
1340786987	1	00000
1340786989	3	00022
1340786990	2	00000
1340786992	0	00194
1340786993	1	00000
1340786995	3	00020
1340786996	2	00001
1340786999	1	00000
1340787001	3	00020
1340787002	2	00000
1340787010	0	00191
1340787012	1	00000
1340787015	2	00001
1340787016	0	00193
1340787018	1	00000
1340787021	2	00001
1340787022	0	00191
1340787024	1	00000
1340787025	3	00020
1340787027	2	00000
1340787028	0	00191
1340787031	1	00000
1340787032	3	00021
1340787033	2	00000
1340787035	0	00190
1340787036	1	00000
1340787039	2	00000
1340787041	0	00193
1340787042	1	00000
1340787044	3	00020
1340787045	2	00000
1340787047	0	00193
1340787048	1	00000
1340787051	3	00021
1340787051	2	00001
1340787053	0	00190
1340787054	1	00000
1340787056	3	00022
1340787057	2	00000
1340787059	0	00194
1340787064	2	00000
1340787065	0	00191
1340787067	1	00000
1340787068	3	00020
1340787070	2	00000
1340787074	3	00019
1340787076	2	00001
1340787078	0	00190
1340787079	1	00000
1340787080	3	00019
1340787082	2	00000
1340787084	0	00191
1340787085	1	00000
1340787088	2	00001
1340787090	0	00191
1340787091	1	00000
1340787093	3	00021
1340787094	2	00001
1340787098	0	00191
1340787100	2	00000
1340787103	0	00191
1340787103	1	00000
1340787106	2	00001
1340787109	1	00000
1340787113	2	00000
1340787115	0	00193
1340787115	1	00000
1340787117	3	00020
1340787119	2	00000
1340787122	0	00190
1340787123	3	00020
1340787125	2	00000
1340787127	0	00191
1340787128	1	00000
1340787129	3	00020
1340787131	2	00000
1340787134	0	00193
1340787134	1	00000
1340787136	3	00020
1340787137	2	00000
1340787140	1	00000
1340787143	2	00001
1340787146	0	00193
1340787146	1	00000
1340787148	3	00020
1340787149	2	00001
1340787154	3	00019
1340787155	2	00001
1340787158	1	00000
1340787160	3	00020
1340787162	2	00001
1340787164	1	00000
1340787165	0	00190
1340787166	3	00021
1340787169	2	00000
1340787170	1	00000
1340787171	0	00190
1340787174	2	00001
1340787177	1	00000
1340787177	0	00193
1340787178	3	00019
1340787180	2	00001
1340787183	1	00000
1340787183	0	00193
1340787185	3	00020
1340787186	2	00000
1340787194	1	00000
1340787195	1	00000
1340787195	0	00193
1340787197	3	00021
1340787198	2	00000
1340787201	1	00000
1340787201	0	00194
1340787203	3	00021
1340787204	2	00001
1340787207	1	00000
1340787210	0	00193
1340787211	2	00000
1340787213	1	00000
1340787214	0	00191
1340787215	3	00020
1340787217	2	00000
1340787219	1	00000
1340787220	0	00191
1340787221	3	00019
1340787223	2	00001
1340787225	1	00000
1340787226	0	00195
1340787229	2	00001
1340787232	1	00000
1340787232	0	00193
1340787233	3	00022
1340787235	2	00000
1340787238	1	00000
1340787239	0	00191
1340787240	3	00019
1340787241	2	00000
1340787244	1	00000
1340787247	2	00001
1340787251	1	00000
1340787252	3	00025
1340787253	2	00000
1340787256	1	00000
1340787258	3	00019
1340787260	2	00000
1340787262	1	00000
1340787263	0	00190
1340787266	2	00000
1340787268	1	00000
1340787271	0	00193
1340787272	2	00001
1340787274	1	00000
1340787276	0	00190
1340787276	3	00020
1340787278	2	00000
1340787281	1	00000
1340787282	3	00021
1340787284	2	00000
1340787288	0	00191
1340787290	2	00001
1340787293	1	00000
1340787294	0	00191
1340787295	3	00021
1340787296	2	00001
1340787299	1	00000
1340787300	0	00189
1340787301	3	00020
1340787302	2	00000
1340787305	1	00000
1340787307	0	00193
1340787309	2	00000
1340787311	1	00000
1340787319	0	00195
1340787319	0	00193
1340787321	2	00001
1340787323	1	00000
1340787325	0	00202
1340787327	2	00000
1340787329	1	00000
1340787331	0	00190
1340787333	2	00000
1340787336	1	00000
1340787338	0	00193
1340787339	2	00001
1340787342	1	00000
1340787344	0	00191
1340787345	2	00001
1340787348	1	00000
1340787350	0	00193
1340787351	2	00001
1340787354	1	00000
1340787356	0	00190
1340787358	2	00000
1340787360	1	00000
1340787362	3	00021
1340787364	2	00000
1340787366	1	00000
1340787368	0	00194
1340787370	2	00000
1340787372	1	00000
1340787376	0	00191
1340787378	1	00000
1340787380	0	00191
1340787382	2	00000
1340787384	1	00000
1340787386	0	00191
1340787388	2	00001
1340787391	1	00000
1340787392	0	00194
1340787394	2	00000
1340787397	1	00000
1340787398	0	00190
1340787399	3	00020
1340787400	2	00000
1340787403	1	00000
1340787404	0	00191
1340787405	3	00020
1340787407	2	00000
1340787409	1	00000
1340787410	0	00194
1340787413	2	00000
1340787415	1	00000
1340787416	0	00191
1340787419	2	00000
1340787422	0	00193
1340787425	2	00001
1340787427	1	00000
1340787428	0	00191
1340787431	2	00001
1340787433	1	00000
1340787435	3	00021
1340787437	2	00000
1340787440	1	00000
1340787440	0	00193
1340787442	3	00020
1340787443	2	00000
1340787446	1	00000
1340787447	0	00190
1340787449	2	00000
1340787452	1	00000
1340787453	0	00191
1340787454	3	00020
1340787456	2	00000
1340787458	1	00000
1340787461	0	00191
1340787462	2	00001
1340787464	1	00000
1340787465	0	00190
1340787466	3	00020
1340787468	2	00000
1340787470	1	00000
1340787471	0	00191
1340787472	3	00025
1340787474	2	00000
1340787476	1	00000
1340787477	0	00193
1340787480	3	00021
1340787482	1	00000
1340787484	0	00193
1340787484	3	00020
1340787486	2	00000
1340787488	1	00000
1340787490	0	00191
1340787490	3	00020
1340787492	2	00000
1340787494	1	00000
1340787496	0	00191
1340787498	2	00000
1340787502	0	00190
1340787505	3	00021
1340787507	1	00000
1340787508	0	00191
1340787511	2	00000
1340787513	1	00000
1340787514	0	00190
1340787515	3	00019
1340787517	2	00001
1340787519	1	00000
1340787521	0	00191
1340787521	3	00020
1340787523	2	00000
1340787525	1	00000
1340787529	0	00189
1340787529	2	00000
1340787531	1	00000
1340787532	0	00191
1340787533	3	00020
1340787535	2	00000
1340787537	1	00000
1340787538	0	00191
1340787541	2	00000
1340787543	1	00000
1340787546	3	00019
1340787547	2	00001
1340787550	1	00000
1340787551	0	00190
1340787552	3	00020
1340787554	2	00001
1340787556	1	00000
1340787557	0	00193
1340787558	3	00020
1340787560	2	00000
1340787562	1	00000
1340787563	0	00191
1340787566	2	00000
1340787568	1	00000
1340787571	0	00191
1340787572	2	00000
1340787574	1	00000
1340787575	0	00191
1340787576	3	00020
1340787578	2	00000
1340787580	1	00000
1340787581	0	00193
1340787584	2	00001
1340787586	1	00000
1340787587	0	00193
1340787596	2	00000
1340787596	2	00000
1340787598	1	00000
1340787603	2	00000
1340787605	1	00000
1340787606	0	00191
1340787607	3	00019
1340787609	2	00000
1340787611	1	00000
1340787612	0	00190
1340787615	2	00000
1340787617	1	00000
1340787618	0	00191
1340787619	3	00019
1340787621	2	00001
1340787623	1	00000
1340787624	0	00191
1340787627	2	00000
1340787629	1	00000
1340787632	0	00193
1340787633	2	00000
1340787637	0	00204
1340787639	2	00000
1340787641	1	00000
1340787643	0	00197
1340787645	2	00001
1340787647	1	00000
1340787649	0	00196
1340787652	2	00001
1340787653	1	00000
1340787655	0	00191
1340787658	2	00000
1340787660	1	00000
1340787662	0	00193
1340787664	2	00000
1340787666	1	00000
1340787668	0	00191
1340787670	2	00000
1340787672	1	00000
1340787674	0	00195
1340787676	2	00000
1340787678	1	00000
1340787682	2	00001
1340787684	1	00000
1340787686	0	00191
1340787688	2	00000
1340787690	1	00000
1340787692	0	00191
1340787694	2	00001
1340787696	1	00000
1340787699	3	00020
1340787699	0	00194
1340787701	2	00000
1340787702	1	00000
1340787705	0	00191
1340787707	2	00000
1340787708	1	00000
1340787711	3	00019
1340787711	0	00193
1340787715	2	00000
1340787717	3	00020
1340787717	0	00194
1340787719	2	00000
1340787721	1	00000
1340787723	3	00019
1340787723	0	00193
1340787725	2	00000
1340787727	1	00000
1340787729	0	00195
1340787731	2	00000
1340787734	1	00000
1340787735	0	00194
1340787737	2	00000
1340787739	1	00000
1340787741	3	00021
1340787742	0	00193
1340787743	2	00000
1340787745	1	00000
1340787748	3	00020
1340787748	0	00194
1340787750	2	00001
1340787751	1	00000
1340787754	3	00020
1340787754	0	00193
1340787756	2	00000
1340787757	1	00000
1340787760	3	00021
1340787760	0	00193
1340787762	2	00000
1340787763	1	00000
1340787766	3	00020
1340787766	0	00194
1340787768	2	00000
1340787772	3	00020
1340787780	2	00000
1340787780	2	00000
1340787782	1	00000
1340787785	0	00191
