UNIX time 	 watts
1337195755 	00902
1337195761 	00883
1337195767 	00847
1337195773 	00869
1337195779 	00869
1337195785 	00857
1337195791 	00834
1337195797 	00829
1337195809 	00844
1337195822 	02365
1337195828 	02395
1337195835 	02329
1337195841 	02374
1337195854 	02343
1337195860 	02377
1337195867 	02323
1337195873 	02330
1337195879 	02440
1337195886 	02328
1337195892 	02399
1337195899 	02362
1337195905 	02170
1337195911 	02117
1337195918 	02171
1337195930 	02189
1337195937 	02135
1337195943 	02202
1337195950 	02153
1337195956 	02195
1337195962 	02162
1337195969 	02190
1337195975 	04760
1337195982 	04734
1337195988 	04840
1337195994 	04785
1337196001 	04890
1337196007 	04936
1337196013 	02431
1337196020 	02389
1337196026 	02465
1337196033 	02375
1337196039 	02390
1337196045 	02348
1337196052 	02364
1337196058 	02444
1337196071 	02383
1337196077 	02394
1337196084 	02362
1337196090 	02377
1337196096 	02187
1337196103 	02149
1337196109 	00880
1337196115 	00351
1337196121 	00593
1337196127 	00567
1337196133 	00536
1337196145 	00568
1337196151 	00558
1337196157 	00534
1337196163 	00540
1337196169 	00561
1337196175 	00548
1337196181 	00529
1337196187 	00535
1337196193 	00553
1337196199 	00550
1337196205 	00522
1337196211 	00530
1337196223 	00541
1337196229 	00524
1337196235 	00440
1337196254 	00353
1337196260 	00349
1337196266 	00351
1337196272 	00351
1337196278 	00349
1337196284 	00353
1337196290 	00351
1337196296 	00352
1337196302 	00351
1337196308 	00351
1337196314 	00351
1337196320 	00351
1337196326 	00349
1337196332 	00352
1337196344 	00348
1337196350 	00349
1337196362 	00349
1337196368 	00352
1337196374 	00348
1337196380 	00348
1337196386 	00349
1337196398 	00349
1337196404 	00351
1337196410 	00347
1337196416 	00352
1337196422 	00359
1337196428 	00353
1337196434 	00355
1337196440 	00352
1337196446 	00354
1337196452 	00354
1337196458 	00353
1337196471 	00354
1337196477 	00351
1337196489 	00353
1337196495 	00351
1337196501 	00348
1337196507 	00347
1337196513 	00348
1337196519 	00351
1337196525 	00348
1337196531 	00349
1337196537 	00347
1337196543 	00348
1337196549 	00354
1337196555 	00631
1337196561 	00675
1337196567 	00672
1337196579 	00354
1337196585 	00349
1337196591 	00348
1337196597 	00349
1337196603 	00352
1337196609 	00352
1337196615 	00348
1337196621 	00349
1337196627 	00367
1337196633 	00370
1337196639 	00367
1337196645 	00367
1337196651 	00366
1337196657 	00368
1337196663 	00356
1337196669 	00351
1337196675 	00940
1337196681 	00451
1337196694 	00490
1337196700 	00539
1337196706 	00586
1337196712 	00595
1337196718 	00592
1337196724 	00630
1337196730 	00668
1337196736 	00694
1337196742 	00685
1337196748 	00686
1337196754 	00716
1337196760 	00754
1337196766 	00764
1337196772 	00751
1337196778 	00713
1337196784 	00706
1337196796 	00740
1337196802 	00761
1337196808 	00709
1337196814 	00713
1337196820 	00700
1337196826 	00733
1337196832 	00671
1337196838 	00627
1337196844 	00555
1337196850 	00519
1337196856 	00492
1337196863 	01051
1337196869 	01070
1337196875 	01059
1337196881 	00358
1337196900 	00782
1337196906 	00771
1337196912 	00850
1337196918 	01306
1337196930 	00907
1337196936 	00684
1337196942 	00680
1337196948 	00770
1337196954 	00759
1337196960 	00778
1337196966 	00784
1337196972 	00757
1337196978 	00748
1337196984 	00750
1337196990 	00752
1337196996 	00744
1337197002 	00757
1337197008 	00764
1337197014 	00770
1337197020 	00762
1337197026 	00789
1337197038 	00819
1337197045 	00840
1337197051 	00855
1337197057 	00883
1337197063 	00902
1337197069 	00907
1337197075 	00916
1337197081 	00929
1337197087 	00937
1337197093 	00945
1337197099 	00960
1337197105 	01014
1337197112 	01025
1337197118 	00969
1337197125 	01010
1337197131 	01054
1337197137 	00961
1337197143 	00942
1337197149 	00929
1337197156 	00958
1337197162 	01012
1337197168 	00934
1337197174 	00894
1337197180 	00846
1337197186 	00801
1337197192 	00756
1337197199 	01265
1337197205 	01111
1337197211 	00887
1337197217 	00817
1337197223 	00652
1337197229 	00727
1337197235 	00737
1337197241 	00740
1337197247 	00727
1337197254 	01334
1337197260 	00881
1337197266 	00866
1337197272 	00658
1337197278 	00661
1337197284 	00655
1337197290 	00727
1337197296 	00719
1337197302 	00729
1337197308 	00728
1337197314 	00696
1337197320 	00703
1337197332 	00713
1337197338 	00718
1337197344 	00740
1337197350 	00743
1337197356 	00738
1337197362 	00745
1337197368 	00764
1337197374 	00764
1337197380 	00811
1337197386 	00824
1337197392 	00856
1337197398 	00869
1337197404 	00867
1337197410 	00878
1337197416 	00902
1337197422 	00926
1337197428 	00944
1337197459 	00942
1337197465 	00931
1337197477 	00942
1337197483 	00674
1337197489 	00677
1337197495 	00668
1337197501 	00685
1337197507 	00655
1337197513 	00601
1337197519 	00526
1337197525 	00462
1337197531 	00419
1337197537 	00740
1337197543 	00835
1337197549 	00798
1337197555 	00749
1337197561 	00319
1337197567 	00410
1337197573 	00416
1337197579 	00416
1337197591 	00749
1337197597 	00447
1337197603 	00511
1337197610 	00514
1337197616 	00319
1337197622 	00320
1337197628 	00397
1337197634 	00409
1337197640 	00413
1337197646 	00413
1337197652 	00378
1337197658 	00374
1337197664 	00395
1337197670 	00402
1337197676 	00399
1337197682 	00406
1337197688 	00420
1337197694 	00470
1337197706 	00535
1337197712 	00546
1337197718 	00571
1337197724 	00596
1337197730 	00615
1337197736 	00635
1337197742 	00649
1337197748 	00668
1337197754 	00668
1337197760 	00665
1337197766 	00655
1337197772 	00934
1337197779 	01076
1337197785 	01104
1337197791 	01074
1337197798 	01037
1337197804 	01173
1337197810 	01159
1337197817 	01082
1337197823 	01097
1337197830 	01174
1337197836 	01107
1337197842 	01161
1337197849 	01258
1337197855 	00765
1337197861 	00714
1337197867 	00679
1337197873 	00639
1337197879 	00663
1337197885 	01047
1337197892 	01034
1337197898 	00856
1337197904 	00566
1337197910 	00629
1337197916 	00625
1337197922 	00605
1337197928 	00619
1337197940 	00948
1337197946 	00696
1337197952 	00733
1337197958 	00541
1337197964 	00566
1337197970 	00564
1337197976 	00618
1337197982 	00625
1337197994 	00623
1337198000 	00596
1337198006 	00561
1337198012 	00564
1337198018 	00828
1337198025 	00824
1337198031 	00824
1337198037 	00832
1337198043 	00555
1337198049 	00552
1337198055 	00557
1337198061 	00552
1337198067 	00560
1337198073 	00561
1337198079 	00550
1337198091 	00555
1337198097 	00558
1337198115 	00555
1337198121 	00558
1337198127 	00549
1337198133 	00550
1337198139 	00555
1337198145 	00552
1337198151 	00559
1337198157 	00559
1337198163 	00560
1337198169 	00561
1337198175 	00560
1337198181 	00555
1337198187 	00557
1337198193 	00555
1337198199 	00556
1337198205 	00545
1337198211 	00562
1337198217 	00561
1337198229 	00568
1337198235 	00566
1337198241 	00563
1337198247 	00557
1337198253 	00561
1337198259 	00557
1337198266 	00563
1337198272 	00566
1337198278 	00514
1337198284 	00535
1337198290 	00556
1337198296 	00557
1337198302 	00569
1337198308 	00567
1337198314 	00558
1337198320 	00553
1337198326 	00553
1337198332 	00553
1337198338 	00557
1337198350 	00557
1337198356 	00562
1337198362 	00558
1337198368 	00519
1337198374 	00552
1337198380 	00538
1337198386 	00516
1337198392 	00550
1337198398 	00550
1337198404 	00549
1337198410 	00547
1337198416 	00552
1337198422 	00545
1337198428 	00530
1337198434 	00537
1337198440 	00546
1337198446 	00547
1337198452 	00553
1337198464 	00560
1337198470 	00552
1337198476 	00555
1337198482 	00546
1337198488 	00545
1337198494 	00549
1337198500 	00556
1337198507 	00563
1337198513 	00556
1337198519 	00552
1337198525 	00553
1337198531 	00553
1337198537 	00557
1337198543 	00566
1337198549 	00555
1337198555 	00534
1337198561 	00547
1337198567 	00534
1337198573 	00555
1337198585 	00549
1337198591 	00547
1337198597 	00553
1337198603 	00551
1337198609 	00555
1337198615 	00521
1337198621 	00555
1337198627 	00536
1337198633 	00538
1337198645 	00549
1337198651 	00556
1337198657 	00553
1337198663 	00553
1337198669 	00549
1337198675 	00551
1337198681 	00548
1337198687 	00552
1337198694 	00562
1337198700 	00516
1337198706 	00540
1337198712 	00545
1337198718 	00558
1337198724 	00548
1337198730 	00529
1337198736 	00548
1337198742 	00552
1337198748 	00557
1337198754 	00536
1337198766 	00550
1337198772 	00550
1337198784 	00547
1337198790 	00553
1337198796 	00547
1337198802 	00544
1337198808 	00542
1337198814 	00547
1337198820 	00555
1337198826 	00550
1337198832 	00548
1337198838 	00557
1337198844 	00562
1337198850 	00558
1337198856 	00553
1337198862 	00555
1337198868 	00552
1337198880 	00549
1337198892 	00538
1337198898 	00533
1337198904 	00553
1337198910 	00557
1337198916 	00540
1337198922 	00546
1337198928 	00558
1337198935 	00560
1337198941 	00561
1337198947 	00556
1337198953 	00556
1337198959 	00556
1337198965 	00542
1337198971 	00559
1337198977 	00545
1337198983 	00557
1337198989 	00555
1337199001 	00562
1337199007 	00552
1337199013 	00547
1337199019 	00552
1337199025 	00558
1337199031 	00564
1337199037 	00569
1337199043 	00550
1337199049 	00567
1337199055 	00546
1337199061 	00562
1337199067 	00562
1337199073 	00567
1337199079 	00558
1337199085 	00552
1337199091 	00558
1337199097 	00556
1337199103 	00553
1337199115 	00559
1337199121 	00566
1337199127 	00557
1337199133 	00558
1337199139 	00560
1337199145 	00559
1337199151 	00562
1337199157 	00556
1337199163 	00561
1337199169 	00558
1337199176 	00558
1337199182 	00563
1337199188 	00549
1337199194 	00560
1337199200 	00568
1337199206 	00556
1337199212 	00533
1337199218 	00504
1337199236 	00493
1337199242 	00494
1337199248 	00500
1337199254 	00501
1337199260 	00504
1337199266 	00815
1337199272 	00801
1337199278 	00812
1337199284 	00817
1337199290 	00810
1337199296 	00806
1337199302 	00815
1337199308 	00812
1337199314 	00813
1337199320 	00808
1337199326 	00811
1337199332 	00804
