UNIX time 	 watts
1331232401 	00364
1331232407 	00365
1331232413 	00364
1331232419 	00358
1331232431 	00357
1331232437 	00358
1331232443 	00363
1331232449 	00360
1331232455 	00363
1331232461 	00354
1331232467 	00354
1331232473 	00355
1331232479 	00354
1331232485 	00355
1331232491 	00375
1331232497 	00372
1331232503 	00375
1331232509 	00370
1331232515 	00367
1331232521 	00369
1331232534 	00367
1331232540 	00370
1331232546 	00369
1331232552 	00368
1331232558 	00369
1331232564 	00368
1331232570 	00370
1331232576 	00367
1331232582 	00370
1331232588 	00368
1331232594 	00371
1331232600 	00368
1331232606 	00369
1331232612 	00370
1331232618 	00366
1331232624 	00370
1331232636 	00277
1331232642 	00281
1331232648 	00470
1331232654 	00487
1331232660 	00487
1331232666 	00488
1331232672 	00489
1331232678 	00485
1331232690 	00477
1331232696 	00460
1331232702 	00457
1331232708 	00451
1331232714 	00469
1331232720 	00476
1331232726 	00487
1331232739 	00455
1331232745 	00472
1331232751 	00457
1331232757 	00472
1331232763 	00449
1331232769 	00470
1331232775 	00478
1331232781 	00450
1331232787 	00442
1331232793 	00468
1331232799 	00448
1331232805 	00467
1331232811 	00493
1331232817 	00474
1331232823 	00468
1331232835 	00464
1331232841 	00462
1331232847 	00462
1331232853 	00472
1331232859 	00459
1331232865 	00468
1331232871 	00455
1331232877 	00467
1331232883 	00454
1331232889 	00473
1331232895 	00477
1331232901 	00462
1331232907 	00490
1331232913 	00456
1331232919 	00448
1331232925 	00476
1331232938 	00457
1331232944 	00456
1331232950 	00442
1331232956 	00473
1331232962 	00461
1331232968 	00464
1331232974 	00460
1331232980 	00450
1331232986 	00444
1331232992 	00462
1331232998 	00465
1331233004 	00251
1331233010 	00250
1331233016 	00250
1331233022 	00252
1331233028 	00250
1331233040 	00253
1331233046 	00252
1331233052 	00253
1331233058 	00253
1331233064 	00541
1331233070 	00532
1331233076 	00532
1331233082 	00529
1331233088 	00538
1331233094 	00539
1331233100 	00542
1331233106 	00537
1331233112 	00566
1331233118 	00584
1331233124 	00587
1331233130 	00571
1331233142 	00564
1331233149 	00553
1331233155 	00550
1331233161 	00534
1331233167 	00535
1331233173 	00587
1331233179 	00592
