UNIX time 	 sensor 	 watts
1340246834 	1 	00000
1340246835 	2 	00001
1340246835 	0 	00117
1340246840 	1 	00000
1340246841 	2 	00001
1340246841 	0 	00117
1340246846 	1 	00000
1340246847 	2 	00000
1340246847 	0 	00117
1340246852 	1 	00000
1340246852 	3 	00000
1340246853 	2 	00000
1340246853 	0 	00117
1340246858 	1 	00000
1340246859 	3 	00000
1340246859 	2 	00000
1340246859 	0 	00117
1340246865 	1 	00000
1340246865 	0 	00117
1340246871 	1 	00000
1340246871 	3 	00000
1340246871 	2 	00000
1340246871 	0 	00117
1340246877 	1 	00000
1340246877 	3 	00000
1340246877 	0 	00116
1340246883 	1 	00000
1340246883 	3 	00000
1340246883 	0 	00117
1340246884 	2 	00000
1340246889 	1 	00000
1340246889 	3 	00000
1340246889 	0 	00117
1340246895 	3 	00000
1340246895 	0 	00116
1340246896 	2 	00000
1340246901 	1 	00000
1340246901 	0 	00116
1340246902 	2 	00001
1340246907 	3 	00000
1340246908 	2 	00001
1340246913 	1 	00000
1340246914 	2 	00000
1340246920 	1 	00000
1340246920 	3 	00000
1340246920 	0 	00117
1340246920 	2 	00001
1340246926 	1 	00000
1340246926 	0 	00117
1340246927 	2 	00000
1340246932 	1 	00000
1340246932 	3 	00000
1340246932 	0 	00117
1340246933 	2 	00000
1340246938 	1 	00000
1340246939 	2 	00000
1340246944 	1 	00000
1340246944 	3 	00000
1340246945 	2 	00000
1340246950 	0 	00116
1340246951 	3 	00000
1340246956 	0 	00116
1340246957 	1 	00000
1340246957 	2 	00000
1340246962 	0 	00116
1340246963 	3 	00000
1340246963 	2 	00000
1340246968 	0 	00116
1340246969 	1 	00000
1340246969 	2 	00001
1340246974 	0 	00116
1340246975 	1 	00000
1340246975 	2 	00000
1340246981 	0 	00116
1340246981 	1 	00000
1340246981 	2 	00001
1340246987 	0 	00116
1340246987 	3 	00000
1340246988 	2 	00000
1340246993 	1 	00000
1340246993 	0 	00116
1340246994 	3 	00000
1340246994 	2 	00000
1340246999 	0 	00116
1340247000 	3 	00000
1340247000 	2 	00000
1340247005 	0 	00116
1340247006 	1 	00000
1340247006 	2 	00000
1340247011 	0 	00116
1340247012 	1 	00000
1340247012 	2 	00001
1340247017 	0 	00116
1340247018 	1 	00000
1340247018 	2 	00001
1340247023 	0 	00116
1340247024 	1 	00000
1340247024 	3 	00000
1340247024 	2 	00000
1340247029 	0 	00116
1340247030 	1 	00000
1340247030 	2 	00000
1340247035 	0 	00116
1340247036 	1 	00000
1340247037 	2 	00001
1340247041 	0 	00116
1340247042 	1 	00000
1340247043 	2 	00001
1340247048 	0 	00117
1340247048 	1 	00000
1340247049 	2 	00000
1340247054 	0 	00117
1340247055 	1 	00000
1340247055 	2 	00000
1340247060 	3 	00000
1340247061 	2 	00000
1340247066 	0 	00117
1340247067 	1 	00000
1340247067 	2 	00001
1340247072 	0 	00116
1340247073 	1 	00000
1340247073 	2 	00001
1340247078 	0 	00117
1340247079 	1 	00000
1340247079 	2 	00000
1340247084 	0 	00117
1340247085 	3 	00000
1340247086 	2 	00000
1340247090 	0 	00117
1340247091 	1 	00000
1340247091 	3 	00000
1340247092 	2 	00000
1340247096 	0 	00116
1340247097 	1 	00000
1340247097 	3 	00000
1340247098 	2 	00001
1340247102 	0 	00116
1340247103 	1 	00000
1340247103 	3 	00000
1340247104 	2 	00001
1340247108 	0 	00116
1340247109 	1 	00000
1340247109 	3 	00000
1340247110 	2 	00000
1340247115 	0 	00116
1340247115 	1 	00000
1340247116 	3 	00000
1340247121 	0 	00116
1340247121 	1 	00000
1340247122 	3 	00000
1340247122 	2 	00001
1340247127 	0 	00116
1340247128 	1 	00000
1340247128 	2 	00000
1340247133 	0 	00116
1340247134 	1 	00000
1340247134 	3 	00000
1340247134 	2 	00000
1340247139 	0 	00117
1340247140 	3 	00000
1340247145 	0 	00115
1340247146 	1 	00000
1340247146 	3 	00000
1340247147 	2 	00000
1340247151 	0 	00116
1340247152 	1 	00000
1340247152 	3 	00000
1340247153 	2 	00001
1340247157 	0 	00116
1340247158 	1 	00000
1340247158 	3 	00000
1340247159 	2 	00000
1340247163 	0 	00116
1340247164 	1 	00000
1340247164 	3 	00000
1340247166 	2 	00000
1340247169 	0 	00117
1340247170 	1 	00000
1340247171 	2 	00000
1340247175 	0 	00117
1340247176 	1 	00000
1340247177 	3 	00000
1340247177 	2 	00000
1340247181 	0 	00116
1340247182 	1 	00000
1340247183 	3 	00000
1340247183 	2 	00000
1340247187 	0 	00116
1340247189 	1 	00000
1340247189 	3 	00000
1340247190 	2 	00000
1340247193 	0 	00116
1340247195 	1 	00000
1340247195 	3 	00000
1340247196 	2 	00000
1340247199 	0 	00116
1340247201 	1 	00000
1340247201 	3 	00000
1340247202 	2 	00001
1340247205 	0 	00117
1340247207 	1 	00000
1340247207 	3 	00000
1340247208 	2 	00000
1340247211 	0 	00117
1340247213 	1 	00000
1340247213 	3 	00000
1340247214 	2 	00000
1340247218 	0 	00116
1340247219 	1 	00000
1340247220 	3 	00000
1340247220 	2 	00001
1340247224 	0 	00116
1340247226 	3 	00000
1340247226 	2 	00001
1340247230 	0 	00116
1340247231 	1 	00000
1340247232 	3 	00000
1340247232 	2 	00001
1340247236 	0 	00116
1340247237 	1 	00000
1340247238 	3 	00000
1340247239 	2 	00000
1340247242 	0 	00117
1340247244 	1 	00000
1340247244 	3 	00000
1340247245 	2 	00000
1340247248 	0 	00117
1340247250 	1 	00000
1340247250 	3 	00000
1340247251 	2 	00000
1340247254 	0 	00117
1340247256 	1 	00000
1340247256 	3 	00000
1340247257 	2 	00001
1340247260 	0 	00117
1340247262 	1 	00000
1340247262 	3 	00000
1340247263 	2 	00000
1340247266 	0 	00117
1340247268 	1 	00000
1340247269 	3 	00000
1340247269 	2 	00001
1340247273 	0 	00117
1340247275 	3 	00000
1340247275 	2 	00000
1340247279 	0 	00116
1340247280 	1 	00000
1340247281 	3 	00000
1340247281 	2 	00000
1340247285 	0 	00116
1340247286 	1 	00000
1340247287 	3 	00000
1340247288 	2 	00000
1340247291 	0 	00116
1340247292 	1 	00000
1340247293 	3 	00000
1340247294 	2 	00000
1340247299 	1 	00000
1340247299 	3 	00000
1340247300 	2 	00001
1340247303 	0 	00117
1340247305 	1 	00000
1340247305 	3 	00000
1340247306 	2 	00001
1340247309 	0 	00117
1340247311 	1 	00000
1340247311 	3 	00000
1340247312 	2 	00000
1340247315 	0 	00117
1340247317 	1 	00000
1340247317 	3 	00000
1340247318 	2 	00000
1340247321 	0 	00116
1340247323 	1 	00000
1340247324 	2 	00000
1340247327 	0 	00117
1340247330 	3 	00000
1340247330 	2 	00000
1340247334 	0 	00121
1340247335 	1 	00000
1340247336 	3 	00000
1340247336 	2 	00000
1340247340 	0 	00117
1340247341 	1 	00000
1340247342 	3 	00000
1340247343 	2 	00001
1340247346 	0 	00117
1340247347 	1 	00000
1340247349 	2 	00000
1340247352 	0 	00116
1340247354 	1 	00000
1340247354 	3 	00000
1340247355 	2 	00000
1340247358 	0 	00117
1340247360 	1 	00000
1340247360 	3 	00000
1340247361 	2 	00000
1340247366 	1 	00000
1340247366 	3 	00000
1340247372 	1 	00000
1340247373 	3 	00000
1340247373 	2 	00001
1340247378 	1 	00000
1340247379 	3 	00000
1340247379 	2 	00000
1340247382 	0 	00117
1340247385 	3 	00000
1340247385 	2 	00000
1340247388 	0 	00117
1340247390 	1 	00000
1340247391 	3 	00000
1340247394 	0 	00117
1340247396 	1 	00000
1340247397 	3 	00000
1340247398 	2 	00001
1340247401 	0 	00117
1340247402 	1 	00000
1340247403 	3 	00000
1340247404 	2 	00000
1340247407 	0 	00117
1340247409 	1 	00000
1340247409 	3 	00000
1340247410 	2 	00000
1340247413 	0 	00117
1340247415 	1 	00000
1340247415 	3 	00000
1340247419 	0 	00116
1340247421 	1 	00000
1340247422 	3 	00000
1340247422 	2 	00000
1340247425 	0 	00116
1340247427 	1 	00000
1340247428 	3 	00000
1340247428 	2 	00000
1340247431 	0 	00117
1340247433 	1 	00000
1340247434 	3 	00000
1340247434 	2 	00000
1340247437 	0 	00116
1340247439 	1 	00000
1340247440 	3 	00000
1340247441 	2 	00000
1340247443 	0 	00116
1340247445 	1 	00000
1340247446 	3 	00000
1340247447 	2 	00000
1340247449 	0 	00117
1340247451 	1 	00000
1340247452 	3 	00000
1340247453 	2 	00001
1340247455 	0 	00117
1340247457 	1 	00000
1340247458 	3 	00000
1340247459 	2 	00001
1340247461 	0 	00117
1340247464 	1 	00000
1340247464 	3 	00000
1340247465 	2 	00000
1340247467 	0 	00116
1340247470 	1 	00000
1340247470 	3 	00000
1340247471 	2 	00000
1340247473 	0 	00117
1340247476 	1 	00000
1340247477 	3 	00000
1340247477 	2 	00000
1340247479 	0 	00117
1340247482 	1 	00000
1340247483 	3 	00000
1340247483 	2 	00000
1340247485 	0 	00117
1340247488 	1 	00000
1340247489 	3 	00000
1340247490 	2 	00000
1340247492 	0 	00116
1340247494 	1 	00000
1340247495 	3 	00000
1340247496 	2 	00000
1340247498 	0 	00116
1340247500 	1 	00000
1340247502 	2 	00000
1340247504 	0 	00116
1340247506 	1 	00000
1340247507 	3 	00000
1340247508 	2 	00000
1340247510 	0 	00116
1340247512 	1 	00000
1340247513 	3 	00000
1340247514 	2 	00001
1340247516 	0 	00117
1340247519 	3 	00000
1340247520 	2 	00001
1340247522 	0 	00116
1340247525 	1 	00000
1340247526 	3 	00000
1340247526 	2 	00000
1340247529 	0 	00117
1340247531 	1 	00000
1340247532 	3 	00000
1340247532 	2 	00001
1340247535 	0 	00117
1340247537 	1 	00000
1340247538 	3 	00000
1340247538 	2 	00000
1340247541 	0 	00116
1340247543 	1 	00000
1340247544 	3 	00000
1340247545 	2 	00000
1340247547 	0 	00116
1340247549 	1 	00000
1340247550 	3 	00000
1340247551 	2 	00000
1340247553 	0 	00116
1340247555 	1 	00000
1340247556 	3 	00000
1340247557 	2 	00001
1340247559 	0 	00116
1340247561 	1 	00000
1340247562 	3 	00000
1340247563 	2 	00001
1340247567 	1 	00000
1340247568 	3 	00000
1340247569 	2 	00001
1340247575 	3 	00000
1340247575 	2 	00000
1340247580 	1 	00000
1340247581 	3 	00000
1340247581 	2 	00000
1340247586 	1 	00000
1340247587 	3 	00000
1340247587 	2 	00001
1340247590 	0 	00116
1340247592 	1 	00000
1340247593 	3 	00000
1340247594 	2 	00001
1340247596 	0 	00117
1340247598 	1 	00000
1340247599 	3 	00000
1340247600 	2 	00001
1340247602 	0 	00117
1340247604 	1 	00000
1340247605 	3 	00000
1340247606 	2 	00000
1340247608 	0 	00116
1340247610 	1 	00000
1340247611 	3 	00000
1340247612 	2 	00000
1340247614 	0 	00116
1340247616 	1 	00000
1340247617 	3 	00000
1340247620 	0 	00117
1340247622 	1 	00000
1340247623 	3 	00000
1340247624 	2 	00000
1340247626 	0 	00117
1340247629 	1 	00000
1340247630 	3 	00000
1340247630 	2 	00001
1340247632 	0 	00116
1340247635 	1 	00000
1340247636 	3 	00000
1340247636 	2 	00000
1340247639 	0 	00116
1340247641 	1 	00000
1340247642 	3 	00000
1340247645 	0 	00117
1340247647 	1 	00000
1340247648 	3 	00000
1340247649 	2 	00000
1340247651 	0 	00116
1340247653 	1 	00000
1340247655 	2 	00000
1340247657 	0 	00116
1340247659 	1 	00000
1340247660 	3 	00000
1340247661 	2 	00000
1340247663 	0 	00117
1340247665 	1 	00000
1340247666 	3 	00000
1340247670 	0 	00116
1340247671 	1 	00000
1340247672 	3 	00000
1340247673 	2 	00000
1340247676 	0 	00118
1340247677 	1 	00000
1340247679 	2 	00000
1340247682 	0 	00117
1340247684 	1 	00000
1340247685 	3 	00000
1340247685 	2 	00000
1340247688 	0 	00117
1340247690 	1 	00000
1340247691 	3 	00000
1340247692 	2 	00000
1340247694 	0 	00117
1340247696 	1 	00000
1340247697 	3 	00000
1340247698 	2 	00000
1340247700 	0 	00117
1340247702 	1 	00000
1340247703 	3 	00000
1340247704 	2 	00000
1340247706 	0 	00117
1340247709 	3 	00000
1340247710 	2 	00001
1340247712 	0 	00116
1340247714 	1 	00000
1340247715 	3 	00000
1340247716 	2 	00001
1340247719 	0 	00117
1340247720 	1 	00000
1340247721 	3 	00000
1340247722 	2 	00001
1340247725 	0 	00116
1340247726 	1 	00000
1340247727 	3 	00000
1340247728 	2 	00001
1340247732 	1 	00000
1340247734 	3 	00000
1340247734 	2 	00001
1340247737 	0 	00116
1340247739 	1 	00000
1340247740 	3 	00000
1340247741 	2 	00000
1340247744 	0 	00116
1340247745 	1 	00000
1340247746 	3 	00000
1340247747 	2 	00000
1340247750 	0 	00116
1340247751 	1 	00000
1340247752 	3 	00000
1340247753 	2 	00000
1340247756 	0 	00117
1340247757 	1 	00000
1340247758 	3 	00000
1340247759 	2 	00000
1340247762 	0 	00116
1340247764 	3 	00000
1340247765 	2 	00001
1340247768 	0 	00116
1340247769 	1 	00000
1340247770 	3 	00000
1340247771 	2 	00000
1340247774 	0 	00116
1340247775 	1 	00000
1340247776 	3 	00000
1340247777 	2 	00000
1340247780 	0 	00116
1340247781 	1 	00000
1340247783 	3 	00000
1340247783 	2 	00001
1340247786 	0 	00117
1340247788 	1 	00000
1340247789 	3 	00000
1340247789 	2 	00000
1340247792 	0 	00116
1340247794 	1 	00000
1340247795 	3 	00000
1340247796 	2 	00000
1340247798 	0 	00117
1340247800 	1 	00000
1340247801 	3 	00000
1340247802 	2 	00001
1340247804 	0 	00116
1340247806 	1 	00000
1340247807 	3 	00000
1340247808 	2 	00000
1340247810 	0 	00117
1340247812 	1 	00000
1340247813 	3 	00000
1340247814 	2 	00001
1340247816 	0 	00116
1340247818 	1 	00000
1340247819 	3 	00000
1340247820 	2 	00001
1340247823 	0 	00116
1340247824 	1 	00000
1340247825 	3 	00000
1340247826 	2 	00000
1340247829 	0 	00116
1340247830 	1 	00000
1340247832 	2 	00001
1340247835 	0 	00116
1340247836 	1 	00000
1340247838 	3 	00000
1340247838 	2 	00000
1340247841 	0 	00116
1340247843 	1 	00000
1340247844 	3 	00000
1340247845 	2 	00000
1340247847 	0 	00116
1340247849 	1 	00000
1340247850 	3 	00000
1340247851 	2 	00001
1340247853 	0 	00117
1340247855 	1 	00000
1340247856 	3 	00000
1340247857 	2 	00000
1340247859 	0 	00116
1340247861 	1 	00000
1340247862 	3 	00000
1340247863 	2 	00000
1340247866 	0 	00117
1340247867 	1 	00000
1340247868 	3 	00000
1340247869 	2 	00001
1340247872 	0 	00117
1340247873 	1 	00000
1340247874 	3 	00000
1340247875 	2 	00000
1340247878 	0 	00116
1340247879 	1 	00000
1340247880 	3 	00000
1340247881 	2 	00000
1340247884 	0 	00117
1340247885 	1 	00000
1340247887 	3 	00000
1340247887 	2 	00000
1340247891 	1 	00000
1340247893 	3 	00000
1340247896 	0 	00116
1340247899 	3 	00000
1340247900 	2 	00000
1340247903 	0 	00116
1340247904 	1 	00000
1340247905 	3 	00000
1340247906 	2 	00000
1340247909 	0 	00116
1340247910 	1 	00000
1340247911 	3 	00000
1340247912 	2 	00000
1340247915 	0 	00116
1340247916 	1 	00000
1340247917 	3 	00000
1340247921 	0 	00116
1340247922 	1 	00000
1340247923 	3 	00000
1340247924 	2 	00000
1340247927 	0 	00116
1340247928 	1 	00000
1340247929 	3 	00000
1340247930 	2 	00001
1340247933 	0 	00116
1340247935 	1 	00000
1340247936 	3 	00000
1340247936 	2 	00000
1340247939 	0 	00121
1340247940 	1 	00000
1340247942 	3 	00000
1340247945 	0 	00117
1340247946 	1 	00000
1340247948 	3 	00000
1340247949 	2 	00000
1340247951 	0 	00116
1340247954 	3 	00000
1340247955 	2 	00000
1340247957 	0 	00117
1340247959 	1 	00000
1340247960 	3 	00000
1340247961 	2 	00000
1340247963 	0 	00116
1340247965 	1 	00000
1340247966 	3 	00000
1340247967 	2 	00000
1340247969 	0 	00116
1340247971 	1 	00000
1340247972 	3 	00000
1340247973 	2 	00000
1340247976 	0 	00117
1340247977 	1 	00000
1340247978 	3 	00000
1340247979 	2 	00000
1340247982 	0 	00116
1340247983 	1 	00000
1340247985 	2 	00000
1340247988 	0 	00116
1340247989 	1 	00000
1340247991 	3 	00000
1340247991 	2 	00000
1340247994 	0 	00116
1340247995 	1 	00000
1340247997 	3 	00000
1340247998 	2 	00000
1340248000 	0 	00116
1340248001 	1 	00000
1340248004 	2 	00000
1340248006 	0 	00116
1340248008 	1 	00000
1340248009 	3 	00000
1340248010 	2 	00000
1340248012 	0 	00116
1340248014 	1 	00000
1340248015 	3 	00000
1340248016 	2 	00001
1340248019 	0 	00116
1340248020 	1 	00000
1340248021 	3 	00000
1340248022 	2 	00000
1340248025 	0 	00117
1340248026 	1 	00000
1340248028 	2 	00000
1340248031 	0 	00116
1340248032 	1 	00000
1340248033 	3 	00000
1340248034 	2 	00000
1340248037 	0 	00116
1340248038 	1 	00000
1340248040 	3 	00000
1340248040 	2 	00000
1340248043 	0 	00117
1340248044 	1 	00000
1340248046 	3 	00000
1340248047 	2 	00000
1340248049 	0 	00116
1340248050 	1 	00000
1340248052 	3 	00000
1340248053 	2 	00000
1340248055 	0 	00117
1340248056 	1 	00000
1340248058 	3 	00000
1340248059 	2 	00001
1340248063 	1 	00000
1340248064 	3 	00000
1340248065 	2 	00001
1340248069 	1 	00000
1340248070 	3 	00000
1340248071 	2 	00001
1340248075 	1 	00000
1340248076 	3 	00000
1340248077 	2 	00000
1340248080 	0 	00116
1340248081 	1 	00000
1340248082 	3 	00000
1340248083 	2 	00000
1340248086 	0 	00117
1340248089 	3 	00000
1340248089 	2 	00000
1340248092 	0 	00117
1340248093 	1 	00000
1340248095 	3 	00000
1340248096 	2 	00001
1340248098 	0 	00117
1340248099 	1 	00000
1340248101 	3 	00000
1340248102 	2 	00000
1340248104 	0 	00117
1340248105 	1 	00000
1340248107 	3 	00000
1340248108 	2 	00001
1340248110 	0 	00116
1340248111 	1 	00000
1340248113 	3 	00000
1340248114 	2 	00001
1340248117 	0 	00116
1340248118 	1 	00000
1340248119 	3 	00000
1340248120 	2 	00000
1340248123 	0 	00116
1340248124 	1 	00000
1340248125 	3 	00000
1340248126 	2 	00001
1340248129 	0 	00116
1340248130 	1 	00000
1340248131 	3 	00000
1340248132 	2 	00001
1340248135 	0 	00116
1340248136 	1 	00000
1340248138 	2 	00000
1340248141 	0 	00116
1340248144 	3 	00000
1340248145 	2 	00000
1340248147 	0 	00116
1340248148 	1 	00000
1340248150 	3 	00000
1340248151 	2 	00000
1340248153 	0 	00117
1340248154 	1 	00000
1340248156 	3 	00000
1340248157 	2 	00000
1340248159 	0 	00116
1340248160 	1 	00000
1340248163 	2 	00000
1340248165 	0 	00116
1340248166 	1 	00000
1340248168 	3 	00000
1340248171 	0 	00116
1340248173 	1 	00000
1340248174 	3 	00000
1340248175 	2 	00000
1340248177 	0 	00117
1340248179 	1 	00000
1340248180 	3 	00000
1340248181 	2 	00001
1340248183 	0 	00116
1340248185 	1 	00000
1340248186 	3 	00000
1340248187 	2 	00000
1340248189 	0 	00116
1340248191 	1 	00000
1340248193 	3 	00000
1340248196 	0 	00117
1340248197 	1 	00000
1340248199 	3 	00000
1340248200 	2 	00000
1340248202 	0 	00116
1340248203 	1 	00000
1340248205 	3 	00000
1340248206 	2 	00000
1340248208 	0 	00116
1340248209 	1 	00000
1340248211 	3 	00000
1340248212 	2 	00000
1340248214 	0 	00116
1340248215 	1 	00000
1340248217 	3 	00000
1340248220 	0 	00115
1340248221 	1 	00000
1340248223 	3 	00000
1340248224 	2 	00000
1340248226 	0 	00115
1340248228 	1 	00000
1340248230 	2 	00000
1340248233 	0 	00116
1340248234 	1 	00000
1340248235 	3 	00000
1340248236 	2 	00000
1340248239 	0 	00116
1340248240 	1 	00000
1340248242 	3 	00000
1340248242 	2 	00001
1340248245 	0 	00117
1340248246 	1 	00000
1340248248 	3 	00000
1340248249 	2 	00001
1340248251 	0 	00115
1340248252 	1 	00000
1340248254 	3 	00000
1340248255 	2 	00000
1340248258 	1 	00000
1340248260 	3 	00000
1340248261 	2 	00001
1340248264 	1 	00000
1340248266 	3 	00000
1340248267 	2 	00001
1340248269 	0 	00116
1340248270 	1 	00000
1340248272 	3 	00000
1340248273 	2 	00001
1340248275 	0 	00115
1340248278 	3 	00000
1340248279 	2 	00000
1340248281 	0 	00116
1340248283 	1 	00000
1340248284 	3 	00000
1340248285 	2 	00000
1340248287 	0 	00116
1340248289 	1 	00000
1340248291 	2 	00001
1340248293 	0 	00116
1340248295 	1 	00000
1340248297 	3 	00000
1340248298 	2 	00001
1340248300 	0 	00116
1340248301 	1 	00000
1340248303 	3 	00000
1340248304 	2 	00001
1340248306 	0 	00116
1340248307 	1 	00000
1340248309 	3 	00000
1340248310 	2 	00000
1340248312 	0 	00116
1340248313 	1 	00000
1340248316 	2 	00001
1340248318 	0 	00116
1340248319 	1 	00000
1340248321 	3 	00000
1340248322 	2 	00000
1340248324 	0 	00116
1340248325 	1 	00000
1340248327 	3 	00000
1340248328 	2 	00001
1340248330 	0 	00116
1340248332 	1 	00000
1340248333 	3 	00000
1340248334 	2 	00000
1340248336 	0 	00117
1340248338 	1 	00000
1340248339 	3 	00000
1340248340 	2 	00000
1340248342 	0 	00116
1340248344 	1 	00000
1340248346 	3 	00000
1340248347 	2 	00000
1340248350 	1 	00000
1340248352 	3 	00000
1340248353 	2 	00000
1340248354 	0 	00116
1340248356 	1 	00000
1340248358 	3 	00000
1340248359 	2 	00000
1340248360 	0 	00116
1340248362 	1 	00000
1340248364 	3 	00000
1340248365 	2 	00000
1340248366 	0 	00116
1340248368 	1 	00000
1340248370 	3 	00000
1340248371 	2 	00000
1340248373 	0 	00116
1340248374 	1 	00000
1340248376 	3 	00000
1340248377 	2 	00000
1340248379 	0 	00116
1340248380 	1 	00000
1340248382 	3 	00000
1340248383 	2 	00000
1340248385 	0 	00116
1340248387 	1 	00000
1340248388 	3 	00000
1340248389 	2 	00001
1340248391 	0 	00115
1340248393 	1 	00000
1340248395 	3 	00000
1340248396 	2 	00000
1340248397 	0 	00115
1340248399 	1 	00000
1340248401 	3 	00000
1340248402 	2 	00000
1340248403 	0 	00116
1340248405 	1 	00000
1340248407 	3 	00000
1340248408 	2 	00001
1340248410 	0 	00115
1340248413 	3 	00000
1340248414 	2 	00000
1340248416 	0 	00116
1340248417 	1 	00000
1340248419 	3 	00000
1340248422 	0 	00116
1340248423 	1 	00000
1340248425 	3 	00000
1340248426 	2 	00000
1340248428 	0 	00115
1340248429 	1 	00000
1340248431 	3 	00000
1340248432 	2 	00001
1340248434 	0 	00115
1340248435 	1 	00000
1340248437 	3 	00000
1340248438 	2 	00000
1340248440 	0 	00116
1340248442 	1 	00000
1340248443 	3 	00000
1340248446 	0 	00182
1340248448 	1 	00000
1340248450 	3 	00000
1340248451 	2 	00091
1340248452 	0 	00178
1340248454 	1 	00000
1340248456 	3 	00000
1340248457 	2 	00091
1340248458 	0 	00178
1340248460 	1 	00000
1340248462 	3 	00000
1340248463 	2 	00089
1340248464 	0 	00176
1340248470 	0 	00175
1340248472 	1 	00000
1340248474 	3 	00000
1340248475 	2 	00087
1340248478 	1 	00000
1340248480 	3 	00000
1340248481 	2 	00086
1340248484 	1 	00000
1340248486 	3 	00000
1340248487 	2 	00085
1340248490 	1 	00000
1340248492 	3 	00000
1340248493 	2 	00084
1340248497 	1 	00000
1340248499 	3 	00000
1340248500 	2 	00082
1340248503 	1 	00000
1340248505 	3 	00000
1340248506 	2 	00081
1340248507 	0 	00171
1340248509 	1 	00000
1340248511 	3 	00000
1340248512 	2 	00081
1340248513 	0 	00170
1340248515 	1 	00000
1340248517 	3 	00000
1340248518 	2 	00080
1340248519 	0 	00171
1340248521 	1 	00000
1340248523 	3 	00000
1340248524 	2 	00080
1340248525 	0 	00171
1340248527 	1 	00000
1340248529 	3 	00000
1340248530 	2 	00081
1340248531 	0 	00170
1340248533 	1 	00000
1340248535 	3 	00000
1340248536 	2 	00081
1340248537 	0 	00170
1340248539 	1 	00000
1340248541 	3 	00000
1340248542 	2 	00081
1340248543 	0 	00170
1340248545 	1 	00000
1340248548 	3 	00000
1340248549 	2 	00082
1340248549 	0 	00172
1340248552 	1 	00000
1340248554 	3 	00000
1340248555 	2 	00081
1340248556 	0 	00171
1340248558 	1 	00000
1340248560 	3 	00000
1340248561 	2 	00082
1340248562 	0 	00173
1340248564 	1 	00000
1340248566 	3 	00000
1340248567 	2 	00082
1340248568 	0 	00172
1340248570 	1 	00000
1340248572 	3 	00000
1340248573 	2 	00081
1340248574 	0 	00171
1340248576 	1 	00000
1340248578 	3 	00000
1340248579 	2 	00082
1340248581 	0 	00172
1340248582 	1 	00000
1340248584 	3 	00000
1340248585 	2 	00082
1340248587 	0 	00171
1340248588 	1 	00000
1340248590 	3 	00000
1340248591 	2 	00082
1340248593 	0 	00172
1340248594 	1 	00000
1340248596 	3 	00000
1340248598 	2 	00082
1340248599 	0 	00171
1340248603 	3 	00000
1340248604 	2 	00082
1340248605 	0 	00172
1340248607 	1 	00000
1340248609 	3 	00000
1340248610 	2 	00082
1340248611 	0 	00171
1340248613 	1 	00000
1340248615 	3 	00000
1340248616 	2 	00082
1340248617 	0 	00172
1340248619 	1 	00000
1340248622 	2 	00081
1340248623 	0 	00171
1340248625 	1 	00000
1340248627 	3 	00000
1340248628 	2 	00082
1340248629 	0 	00172
1340248631 	1 	00000
1340248633 	3 	00000
1340248634 	2 	00082
1340248635 	0 	00173
1340248637 	1 	00000
1340248639 	3 	00000
1340248640 	2 	00081
1340248641 	0 	00171
1340248643 	1 	00000
1340248645 	3 	00000
1340248646 	2 	00082
1340248647 	0 	00173
1340248649 	1 	00000
1340248652 	3 	00000
1340248653 	2 	00081
1340248653 	0 	00170
1340248658 	3 	00000
1340248659 	2 	00082
1340248659 	0 	00171
1340248662 	1 	00000
1340248664 	3 	00000
1340248665 	2 	00081
1340248668 	1 	00000
1340248670 	3 	00000
1340248671 	2 	00081
1340248671 	0 	00172
1340248674 	1 	00000
1340248676 	3 	00000
1340248677 	2 	00081
1340248677 	0 	00170
1340248680 	1 	00000
1340248682 	3 	00000
1340248683 	2 	00081
1340248684 	0 	00172
1340248686 	1 	00000
1340248688 	3 	00000
1340248689 	2 	00081
1340248690 	0 	00171
1340248692 	1 	00000
1340248694 	3 	00000
1340248698 	1 	00000
1340248701 	3 	00000
1340248702 	2 	00080
1340248704 	1 	00000
1340248707 	3 	00000
1340248708 	2 	00080
1340248710 	1 	00000
1340248713 	3 	00000
1340248714 	2 	00081
1340248714 	0 	00171
1340248717 	1 	00000
1340248719 	3 	00000
1340248720 	0 	00169
1340248723 	1 	00000
1340248726 	2 	00080
1340248726 	0 	00171
1340248729 	1 	00000
1340248731 	3 	00000
1340248732 	2 	00081
1340248733 	0 	00170
1340248735 	1 	00000
1340248737 	3 	00000
1340248738 	2 	00080
1340248739 	0 	00170
1340248741 	1 	00000
1340248743 	3 	00000
1340248745 	0 	00171
1340248747 	1 	00000
1340248749 	3 	00000
1340248751 	0 	00169
1340248753 	1 	00000
1340248756 	3 	00000
1340248757 	0 	00169
1340248759 	1 	00000
1340248762 	3 	00000
1340248765 	1 	00000
1340248768 	3 	00000
1340248769 	0 	00169
1340248769 	2 	00080
1340248772 	1 	00000
1340248778 	1 	00000
1340248780 	3 	00000
1340248781 	0 	00169
1340248782 	2 	00080
1340248784 	1 	00000
1340248786 	3 	00000
1340248787 	0 	00169
1340248792 	3 	00000
1340248793 	2 	00080
1340248794 	0 	00170
1340248796 	1 	00000
1340248800 	2 	00079
1340248800 	0 	00169
1340248802 	1 	00000
1340248805 	3 	00000
1340248806 	2 	00080
1340248806 	0 	00169
1340248808 	1 	00000
1340248811 	3 	00000
1340248812 	0 	00170
1340248814 	1 	00000
