UNIX time 	 watts
1333958753 	00376
1333958759 	00367
1333958765 	00393
1333958771 	00378
1333958783 	00388
1333958789 	00394
1333958795 	00372
1333958802 	00392
1333958808 	00385
1333958814 	00366
1333958820 	00385
1333958826 	00369
1333958832 	00382
1333958838 	00377
1333958850 	00367
1333958856 	00372
1333958862 	00370
1333958868 	00388
1333958874 	00365
1333958880 	00381
1333958886 	00386
1333958892 	00385
1333958898 	00375
1333958910 	00365
1333958916 	00367
1333958922 	00378
1333958929 	00381
1333958935 	00357
1333958941 	00378
1333958947 	00367
1333958953 	00374
1333958959 	00392
1333958971 	00383
1333958983 	00381
1333958989 	00383
1333958995 	00375
1333959001 	00375
1333959007 	00355
1333959028 	00363
1333959048 	00370
1333959066 	00393
1333959071 	00357
1333959074 	00364
1333959080 	00379
1333959086 	00377
1333959098 	00388
1333959104 	00381
1333959110 	00372
1333959116 	00368
1333959122 	00372
1333959128 	02724
1333959135 	02756
1333959141 	02753
1333959148 	02696
1333959154 	02694
1333959160 	02688
1333959167 	02702
1333959173 	02700
1333959180 	02718
1333959186 	02737
1333959192 	02724
1333959199 	02747
1333959205 	00386
1333959211 	00393
1333959217 	00412
1333959223 	00389
1333959229 	00376
1333959235 	00386
1333959241 	00394
1333959253 	00375
1333959259 	00383
1333959265 	00397
1333959271 	00397
1333959277 	00385
1333959290 	00393
1333959296 	00398
1333959302 	00399
1333959308 	00389
1333959320 	00395
1333959326 	00393
1333959332 	00388
1333959338 	00389
1333959344 	00389
1333959350 	00377
1333959356 	00375
1333959362 	00388
1333959368 	00380
1333959374 	00381
1333959380 	00377
1333959386 	00383
1333959393 	02754
1333959399 	02672
1333959406 	02741
1333959412 	02737
1333959418 	02699
1333959431 	02724
1333959438 	02698
1333959444 	02699
1333959450 	00372
1333959456 	00374
1333959462 	00391
1333959468 	00392
1333959474 	00371
1333959486 	00398
1333959492 	00366
1333959498 	00370
1333959504 	00390
1333959510 	00367
1333959517 	00377
1333959523 	00390
1333959529 	00374
1333959535 	00395
1333959547 	00383
1333959553 	00399
1333959559 	00395
1333959565 	00377
1333959571 	00366
1333959577 	00393
1333959583 	00386
1333959589 	00398
1333959601 	00394
1333959613 	00377
1333959619 	00371
1333959625 	00379
1333959631 	00374
1333959637 	00377
1333959644 	00397
1333959650 	00382
1333959656 	00397
1333959662 	00387
1333959668 	00387
1333959674 	00387
1333959680 	00387
1333959686 	00377
1333959692 	00388
1333959698 	00393
1333959704 	00402
1333959710 	00393
1333959716 	00408
1333959722 	00397
1333959728 	00371
1333959740 	00372
1333959746 	00409
1333959752 	00385
1333959764 	00385
1333959770 	00386
1333959777 	00375
1333959783 	00386
1333959789 	00386
1333959795 	00395
1333959807 	00380
1333959813 	00394
1333959819 	00405
1333959831 	00378
1333959837 	00381
1333959843 	00401
1333959849 	00405
1333959855 	00380
1333959861 	00393
1333959867 	00378
1333959873 	00382
1333959879 	00361
1333959885 	00395
1333959891 	00377
1333959897 	00392
1333959904 	00365
1333959910 	00385
1333959916 	00380
