UNIX time 	 watts
1337203674 	00464
1337203680 	00444
1337203686 	00438
1337203692 	00433
1337203698 	00437
1337203704 	00443
1337203710 	00443
1337203716 	00439
1337203722 	00443
1337203728 	00437
1337203740 	00455
1337203746 	00466
1337203752 	00471
1337203758 	00474
1337203770 	00480
1337203776 	00469
1337203782 	00456
1337203788 	00467
1337203794 	00472
1337203800 	00470
1337203806 	00459
1337203812 	00459
1337203819 	00435
1337203825 	00419
1337203831 	00414
1337203837 	00398
1337203843 	00390
1337203849 	00401
1337203855 	00375
1337203861 	00374
1337203873 	00376
1337203879 	00375
1337203885 	00375
1337203891 	00281
1337203897 	00244
1337203903 	00243
1337203909 	00180
1337203915 	00179
1337203921 	00179
1337203927 	00169
1337203933 	00169
1337203939 	00410
1337203945 	00455
1337203951 	00458
1337203957 	00453
1337203969 	00446
1337203975 	00467
1337203981 	00462
1337203987 	00455
1337203993 	00470
1337203999 	00461
1337204005 	00478
1337204011 	00467
1337204018 	00457
1337204024 	00458
1337204030 	00469
1337204036 	00455
1337204042 	00474
1337204048 	00470
1337204054 	00468
1337204060 	00480
1337204072 	00453
1337204078 	00461
1337204084 	00462
1337204090 	00467
1337204096 	00488
1337204102 	00482
1337204108 	00461
1337204114 	00460
1337204120 	00448
1337204126 	00487
1337204132 	00459
1337204138 	00457
1337204144 	00456
1337204150 	00462
1337204156 	00467
1337204168 	00470
1337204174 	00483
1337204180 	00449
1337204186 	00455
1337204192 	00455
1337204198 	00450
1337204204 	00461
1337204210 	00461
1337204216 	00447
1337204223 	00473
1337204229 	00462
1337204235 	00464
1337204241 	00468
1337204247 	00450
1337204253 	00453
1337204259 	00459
1337204271 	00468
1337204277 	00476
1337204283 	00457
1337204289 	00458
1337204295 	00448
1337204301 	00468
1337204307 	00469
1337204313 	00467
1337204319 	00476
1337204325 	00476
1337204331 	00468
1337204337 	00456
1337204343 	00454
1337204349 	00185
1337204355 	00186
1337204367 	00218
1337204373 	00217
1337204379 	00219
1337204385 	00221
1337204397 	00220
1337204403 	00221
1337204409 	00187
