UNIX time 	 watts
1331541305 	00157
1331541311 	00154
1331541317 	00152
1331541323 	00152
1331541335 	00152
1331541341 	00165
1331541347 	00159
1331541353 	00161
1331541359 	00164
1331541365 	00167
1331541371 	00170
1331541377 	00165
1331541383 	00166
1331541395 	00166
1331541401 	00164
1331541407 	00166
1331541414 	00152
1331541420 	00154
1331541426 	00157
1331541432 	00158
1331541438 	00155
1331541444 	00156
1331541450 	00159
1331541456 	00155
1331541462 	00145
1331541468 	00146
1331541474 	00146
1331541480 	00145
1331541486 	00142
1331541492 	00141
1331541498 	00143
1331541510 	00143
1331541516 	00145
1331541522 	00145
1331541528 	00144
1331541535 	00145
1331541541 	00143
1331541547 	00156
1331541553 	00147
1331541559 	00143
1331541571 	00142
1331541577 	00143
1331541583 	00144
1331541589 	00143
1331541595 	00143
1331541601 	00143
1331541607 	00142
1331541613 	00145
1331541619 	00145
1331541631 	00145
1331541637 	00143
1331541643 	00144
1331541650 	00143
1331541656 	00145
1331541662 	00144
1331541668 	00143
1331541674 	00143
1331541680 	00144
1331541686 	00147
1331541692 	00146
1331541698 	00143
1331541704 	00143
1331541710 	00143
1331541716 	00154
1331541722 	00144
1331541728 	00144
1331541734 	00145
1331541740 	00145
1331541746 	00147
1331541752 	00144
1331541758 	00143
1331541764 	00144
1331541771 	00143
1331541777 	00143
1331541783 	00143
1331541789 	00147
1331541795 	00145
1331541807 	00148
1331541813 	00145
1331541819 	00142
1331541825 	00143
1331541831 	00143
1331541837 	00144
1331541843 	00142
1331541849 	00144
1331541855 	00143
1331541867 	00142
1331541873 	00143
1331541879 	00143
1331541885 	00144
1331541892 	00143
1331541898 	00144
1331541904 	00144
1331541910 	00145
1331541916 	00145
1331541928 	00148
1331541934 	00146
1331541940 	00153
1331541946 	00151
1331541952 	00150
1331541958 	00149
1331541964 	00153
1331541970 	00151
1331541976 	00144
1331541988 	00150
1331541994 	00150
1331542000 	00149
1331542006 	00149
1331542013 	00149
1331542019 	00145
1331542025 	00149
1331542031 	00149
1331542037 	00149
1331542049 	00154
1331542055 	00149
1331542061 	00143
1331542067 	00143
1331542073 	00143
1331542079 	00143
1331542085 	00144
1331542091 	00144
1331542097 	00143
1331542109 	00150
1331542115 	00148
1331542121 	00149
1331542127 	00147
1331542134 	00147
1331542140 	00147
1331542146 	00147
1331542152 	00147
1331542158 	00146
1331542170 	00147
1331542176 	00147
1331542182 	00148
1331542188 	00148
1331542194 	00147
1331542200 	00147
1331542206 	00147
1331542212 	00147
1331542218 	00147
1331542230 	00146
1331542236 	00147
1331542242 	00147
1331542254 	00146
1331542261 	00147
1331542267 	00146
1331542273 	00147
1331542279 	00151
1331542291 	00148
1331542297 	00148
1331542303 	00147
1331542309 	00147
1331542315 	00148
1331542321 	00149
1331542327 	00148
1331542333 	00151
1331542339 	00147
1331542351 	00146
1331542357 	00148
1331542363 	00148
1331542369 	00147
1331542375 	00147
1331542382 	00148
1331542388 	00147
1331542394 	00147
1331542400 	00148
1331542412 	00147
1331542424 	00146
1331542430 	00146
1331542436 	00147
1331542442 	00147
1331542448 	00148
1331542454 	00147
1331542460 	00147
1331542472 	00146
1331542478 	00147
1331542484 	00148
1331542490 	00148
1331542496 	00148
1331542503 	00147
1331542509 	00148
1331542515 	00147
