UNIX time 	 watts
1335543081 	00329
1335543087 	00326
1335543093 	00326
1335543099 	00329
1335543105 	00325
1335543111 	00329
1335543123 	00327
1335543129 	00324
1335543135 	00323
1335543141 	00326
1335543148 	00326
1335543154 	00322
1335543160 	00324
1335543166 	00324
1335543172 	00323
1335543178 	00325
1335543184 	00324
1335543190 	00324
1335543196 	00325
1335543202 	00325
1335543208 	00324
1335543220 	00325
1335543226 	00325
1335543232 	00325
1335543238 	00323
1335543244 	00325
1335543250 	00325
1335543256 	00323
1335543262 	00325
1335543268 	00324
1335543274 	00326
1335543280 	00324
1335543286 	00324
1335543292 	00322
1335543298 	00326
1335543304 	00324
1335543316 	00325
1335543322 	00325
1335543328 	00323
1335543334 	00326
1335543340 	00324
1335543347 	00324
1335543353 	00324
1335543359 	00327
1335543365 	00351
1335543371 	00354
1335543377 	00348
1335543383 	00345
1335543389 	00352
1335543395 	00377
1335543401 	00383
1335543413 	00368
1335543419 	00369
1335543425 	00369
1335543431 	00368
1335543437 	00371
1335543443 	00368
1335543449 	00393
1335543455 	00371
1335543461 	00363
1335543467 	00361
1335543473 	00447
1335543479 	00443
1335543485 	00446
1335543497 	00444
1335543509 	00443
1335543515 	00443
1335543521 	00443
1335543527 	00442
1335543533 	00435
1335543540 	00399
1335543546 	00400
1335543552 	00400
1335543558 	00398
1335543564 	00399
1335543570 	00399
1335543576 	00399
1335543582 	00395
1335543588 	00411
1335543594 	00398
1335543600 	00400
1335543606 	00400
1335543612 	00400
1335543618 	00400
1335543624 	00400
1335543630 	00399
1335543636 	00398
1335543642 	00399
1335543648 	00400
1335543654 	00399
1335543660 	00402
1335543666 	00401
1335543672 	00401
1335543678 	00401
1335543684 	00402
1335543696 	00401
1335543702 	00402
1335543708 	00402
1335543714 	00400
1335543720 	00403
1335543726 	00403
1335543733 	00402
1335543739 	00402
1335543745 	00402
1335543751 	00402
1335543757 	00404
1335543763 	00402
1335543769 	00401
1335543775 	00403
1335543781 	00405
1335543793 	00404
1335543799 	00402
1335543805 	00403
1335543811 	00403
1335543817 	00403
1335543823 	00414
1335543829 	00426
1335543835 	00427
1335543841 	00422
1335543847 	00422
1335543853 	00417
1335543859 	00419
1335543865 	00416
1335543871 	00412
1335543877 	00410
1335543889 	00410
1335543895 	00402
1335543901 	00403
1335543907 	00403
1335543913 	00402
1335543919 	00404
1335543925 	00404
1335543938 	00410
1335543944 	00401
1335543950 	00403
1335543956 	00403
1335543962 	00403
1335543968 	00404
1335543974 	00401
1335543986 	00414
1335543992 	00400
1335543998 	00398
1335544004 	00404
1335544010 	00402
1335544016 	00399
1335544022 	00401
1335544028 	00402
1335544034 	00400
1335544040 	00399
1335544052 	00399
1335544058 	00401
1335544064 	00399
1335544070 	00401
1335544082 	00400
1335544088 	00400
1335544094 	00400
1335544100 	00437
1335544106 	00435
1335544112 	00435
1335544118 	00438
1335544131 	00437
1335544137 	00437
1335544143 	00436
1335544149 	00436
1335544155 	00436
1335544161 	00438
1335544167 	00436
1335544179 	00436
1335544185 	00438
1335544191 	00436
1335544197 	00436
1335544203 	00437
1335544209 	00436
1335544215 	00437
1335544221 	00437
1335544227 	00437
1335544233 	00435
1335544239 	00435
1335544245 	00437
1335544251 	00438
1335544257 	00399
1335544269 	00400
1335544275 	00401
1335544281 	00400
1335544287 	00401
1335544293 	00402
1335544299 	00400
1335544305 	00403
1335544311 	00400
1335544318 	00403
1335544330 	00403
1335544336 	00403
1335544342 	00403
1335544348 	00426
1335544354 	00421
1335544366 	00419
1335544372 	00416
1335544378 	00399
1335544384 	00404
1335544390 	00398
1335544396 	00394
1335544402 	00398
1335544408 	00392
1335544414 	00390
1335544420 	00389
1335544426 	00391
1335544432 	00390
1335544438 	00388
1335544444 	00390
1335544450 	00391
1335544462 	00390
1335544468 	00393
1335544474 	00388
1335544480 	00388
1335544486 	00392
1335544492 	00392
1335544498 	00390
1335544504 	00398
1335544511 	00397
1335544517 	00397
1335544523 	00393
1335544529 	00398
1335544535 	00401
1335544541 	00394
1335544547 	00392
1335544559 	00357
1335544565 	00359
1335544571 	00357
1335544577 	00355
1335544583 	00357
1335544589 	00355
1335544595 	00356
1335544601 	00352
1335544607 	00355
1335544613 	00353
1335544619 	00352
1335544625 	00351
1335544631 	00352
1335544637 	00355
1335544643 	00355
1335544655 	00355
1335544661 	00355
1335544667 	00393
1335544673 	00392
1335544679 	00391
1335544685 	00394
1335544691 	00391
1335544697 	00390
1335544703 	00394
1335544710 	00394
1335544722 	00389
1335544728 	00388
1335544734 	00390
1335544740 	00393
1335544752 	00391
1335544758 	00388
1335544764 	00392
1335544770 	00392
1335544776 	00390
1335544782 	00389
1335544788 	00389
1335544794 	00388
1335544800 	00389
1335544806 	00391
1335544812 	00394
1335544818 	00386
1335544824 	00387
1335544830 	00391
1335544842 	00389
1335544848 	00386
1335544854 	00390
1335544860 	00388
1335544866 	00386
1335544872 	00388
1335544878 	00387
1335544884 	00388
1335544890 	00388
1335544896 	00387
1335544903 	00392
1335544909 	00392
1335544915 	00388
1335544921 	00389
1335544927 	00385
1335544939 	00392
1335544945 	00387
1335544951 	00393
1335544957 	00389
1335544963 	00389
1335544969 	00383
1335544975 	00392
1335544981 	00388
1335544987 	00390
1335544993 	00386
1335544999 	00386
1335545005 	00386
1335545011 	00388
1335545017 	00387
1335545023 	00388
1335545035 	00386
1335545041 	00313
1335545047 	00311
1335545053 	00312
1335545059 	00312
1335545065 	00312
1335545071 	00313
1335545077 	00312
1335545083 	00313
1335545089 	00313
1335545095 	00312
1335545102 	00312
1335545108 	00313
1335545114 	00311
1335545120 	00311
1335545132 	00311
1335545138 	00314
1335545144 	00317
1335545150 	00315
1335545156 	00314
1335545162 	00314
1335545168 	00313
1335545174 	00313
1335545180 	00313
1335545186 	00317
1335545192 	00313
1335545198 	00317
1335545204 	00313
1335545210 	00312
1335545216 	00313
1335545228 	00314
1335545234 	00314
1335545240 	00314
1335545246 	00317
1335545252 	00315
1335545258 	00314
1335545265 	02598
1335545271 	02559
1335545278 	02521
1335545284 	02521
1335545290 	02587
1335545297 	02528
