UNIXtime	sensor	watts
1340749670 	1 	00000
1340749672 	0 	00161
1340749675 	2 	00084
1340749676 	1 	00000
1340749678 	0 	00162
1340749681 	2 	00084
1340749683 	1 	00000
1340749684 	0 	00162
1340749687 	2 	00084
1340749688 	1 	00000
1340749690 	0 	00164
1340749693 	2 	00084
1340749694 	1 	00000
1340749696 	0 	00161
1340749699 	2 	00084
1340749700 	1 	00000
1340749702 	0 	00164
1340749706 	2 	00084
1340749706 	1 	00000
1340749709 	0 	00163
1340749712 	2 	00084
1340749715 	0 	00161
1340749718 	2 	00083
1340749718 	1 	00000
1340749721 	0 	00163
1340749724 	2 	00084
1340749725 	1 	00000
1340749727 	0 	00163
1340749730 	2 	00084
1340749731 	1 	00000
1340749733 	0 	00162
1340749736 	2 	00084
1340749737 	1 	00000
1340749740 	0 	00164
1340749742 	2 	00084
1340749744 	1 	00000
1340749746 	0 	00162
1340749748 	2 	00084
1340749749 	1 	00000
1340749752 	0 	00163
1340749755 	2 	00084
1340749755 	1 	00000
1340749761 	2 	00084
1340749761 	1 	00000
1340749764 	0 	00162
1340749767 	2 	00084
1340749767 	1 	00000
1340749770 	0 	00164
1340749773 	2 	00084
1340749773 	1 	00000
1340749776 	0 	00162
1340749779 	2 	00084
1340749780 	1 	00000
1340749783 	0 	00162
1340749785 	2 	00084
1340749786 	1 	00000
1340749789 	0 	00163
1340749791 	2 	00084
1340749797 	2 	00083
1340749798 	1 	00000
1340749801 	0 	00163
1340749804 	2 	00083
1340749806 	1 	00000
1340749807 	0 	00162
1340749810 	2 	00083
1340749810 	1 	00000
1340749814 	0 	00161
1340749816 	2 	00083
1340749816 	1 	00000
1340749820 	0 	00163
1340749822 	2 	00084
1340749822 	1 	00000
1340749826 	0 	00161
1340749828 	2 	00083
1340749828 	1 	00000
1340749832 	0 	00163
1340749834 	2 	00084
1340749835 	1 	00000
1340749840 	2 	00084
1340749841 	1 	00000
1340749845 	0 	00161
1340749846 	2 	00083
1340749851 	0 	00163
1340749853 	2 	00084
1340749853 	1 	00000
1340749857 	0 	00161
1340749859 	2 	00083
1340749859 	1 	00000
1340749863 	0 	00162
1340749865 	2 	00083
1340749865 	1 	00000
1340749871 	2 	00083
1340749873 	1 	00000
1340749875 	0 	00162
1340749877 	2 	00083
1340749877 	1 	00000
1340749881 	0 	00160
1340749883 	2 	00082
1340749884 	1 	00000
1340749887 	0 	00162
1340749889 	2 	00082
1340749890 	1 	00000
1340749893 	0 	00161
1340749895 	2 	00082
1340749896 	1 	00000
1340749899 	0 	00161
1340749902 	2 	00082
1340749902 	1 	00000
1340749905 	0 	00161
1340749908 	2 	00082
1340749908 	1 	00000
1340749911 	0 	00160
1340749918 	2 	00082
1340749920 	2 	00082
1340749920 	1 	00000
1340749923 	0 	00160
1340749926 	2 	00082
1340749930 	0 	00161
1340749932 	2 	00082
1340749934 	1 	00000
1340749936 	0 	00160
1340749938 	2 	00081
1340749939 	1 	00000
1340749942 	0 	00161
1340749944 	2 	00082
1340749945 	1 	00000
1340749948 	0 	00160
1340749951 	2 	00082
1340749951 	1 	00000
1340749954 	0 	00160
1340749957 	2 	00081
1340749957 	1 	00000
1340749961 	0 	00160
1340749963 	2 	00082
1340749963 	1 	00000
1340749967 	0 	00160
1340749969 	2 	00081
1340749969 	1 	00000
1340749973 	0 	00160
1340749975 	2 	00082
1340749975 	1 	00000
1340749979 	0 	00160
1340749981 	2 	00081
1340749981 	1 	00000
1340749985 	0 	00159
1340749987 	2 	00082
1340749987 	1 	00000
1340749991 	0 	00160
1340749993 	2 	00081
1340749995 	1 	00000
1340749997 	0 	00160
1340750000 	2 	00081
1340750000 	1 	00000
1340750006 	2 	00081
1340750012 	2 	00082
1340750012 	1 	00000
1340750016 	0 	00160
1340750018 	2 	00081
1340750020 	1 	00000
1340750022 	0 	00160
1340750024 	2 	00081
1340750024 	1 	00000
1340750030 	2 	00082
1340750030 	1 	00000
1340750035 	0 	00159
1340750036 	2 	00081
1340750036 	1 	00000
1340750042 	2 	00081
1340750042 	1 	00000
1340750047 	0 	00160
1340750049 	2 	00081
1340750049 	1 	00000
1340750053 	0 	00161
1340750055 	2 	00082
1340750055 	1 	00000
1340750059 	0 	00160
1340750061 	1 	00000
1340750072 	0 	00160
1340750077 	0 	00160
1340750079 	1 	00000
1340750083 	0 	00160
1340750085 	1 	00000
1340750091 	1 	00000
1340750096 	0 	00159
1340750102 	1 	00000
1340750104 	1 	00000
1340750108 	0 	00160
1340750110 	1 	00000
1340750110 	2 	00080
1340750114 	0 	00160
1340750116 	1 	00000
1340750118 	2 	00082
1340750122 	1 	00000
1340750122 	2 	00081
1340750128 	1 	00000
1340750128 	2 	00081
1340750132 	0 	00160
1340750134 	1 	00000
1340750134 	2 	00081
1340750139 	0 	00161
1340750140 	2 	00081
1340750145 	0 	00159
1340750146 	1 	00000
1340750147 	2 	00082
1340750151 	0 	00161
1340750153 	1 	00000
1340750153 	2 	00081
1340750157 	0 	00160
1340750164 	1 	00000
1340750165 	1 	00000
1340750165 	2 	00082
1340750170 	0 	00160
1340750171 	1 	00000
1340750171 	2 	00081
1340750176 	0 	00161
1340750177 	1 	00000
1340750179 	2 	00082
1340750182 	0 	00159
1340750183 	1 	00000
1340750183 	2 	00081
1340750188 	0 	00161
1340750189 	1 	00000
1340750189 	2 	00081
1340750194 	0 	00160
1340750195 	1 	00000
1340750196 	2 	00081
1340750200 	0 	00166
1340750201 	1 	00000
1340750202 	2 	00082
1340750206 	0 	00161
1340750208 	1 	00000
1340750208 	2 	00082
1340750212 	0 	00159
1340750214 	1 	00000
1340750214 	2 	00081
1340750218 	0 	00160
1340750222 	2 	00081
1340750224 	0 	00160
1340750226 	1 	00000
1340750226 	2 	00082
1340750231 	0 	00161
1340750232 	1 	00000
1340750232 	2 	00081
1340750237 	0 	00160
1340750238 	1 	00000
1340750238 	2 	00082
1340750244 	1 	00000
1340750245 	2 	00082
1340750250 	1 	00000
1340750251 	2 	00081
1340750255 	0 	00160
1340750256 	1 	00000
1340750257 	2 	00081
1340750261 	0 	00160
1340750263 	1 	00000
1340750265 	2 	00082
1340750268 	0 	00159
1340750269 	1 	00000
1340750269 	2 	00081
1340750274 	0 	00159
1340750275 	1 	00000
1340750275 	2 	00082
1340750280 	0 	00161
1340750281 	1 	00000
1340750281 	2 	00082
1340750286 	0 	00159
1340750287 	1 	00000
1340750287 	2 	00082
1340750293 	1 	00000
1340750294 	2 	00082
1340750298 	0 	00159
1340750299 	1 	00000
1340750300 	2 	00081
1340750304 	0 	00160
1340750305 	1 	00000
1340750307 	2 	00082
1340750310 	0 	00160
1340750311 	1 	00000
1340750312 	2 	00082
1340750317 	0 	00160
1340750318 	1 	00000
1340750318 	2 	00082
1340750323 	0 	00161
1340750324 	1 	00000
1340750324 	2 	00082
1340750329 	0 	00159
1340750330 	1 	00000
1340750330 	2 	00081
1340750335 	0 	00161
1340750336 	1 	00000
1340750336 	2 	00081
1340750342 	1 	00000
1340750342 	2 	00082
1340750347 	0 	00161
1340750348 	1 	00000
1340750350 	2 	00082
1340750354 	0 	00159
1340750355 	2 	00081
1340750360 	1 	00000
1340750361 	2 	00081
1340750366 	0 	00160
1340750367 	1 	00000
1340750367 	2 	00081
1340750372 	0 	00159
1340750373 	1 	00000
1340750373 	2 	00081
1340750378 	0 	00159
1340750379 	1 	00000
1340750379 	2 	00081
1340750384 	0 	00159
1340750385 	1 	00000
1340750385 	2 	00082
1340750390 	0 	00161
1340750392 	1 	00000
1340750396 	0 	00159
1340750397 	1 	00000
1340750398 	2 	00081
1340750403 	0 	00162
1340750403 	1 	00000
1340750404 	2 	00082
1340750409 	1 	00000
1340750411 	2 	00083
1340750415 	0 	00162
1340750415 	1 	00000
1340750416 	2 	00083
1340750421 	0 	00163
1340750422 	1 	00000
1340750422 	2 	00084
1340750427 	0 	00161
1340750428 	1 	00000
1340750428 	2 	00085
1340750434 	0 	00163
1340750434 	2 	00084
1340750440 	0 	00163
1340750440 	1 	00000
1340750440 	2 	00085
1340750447 	2 	00085
1340750452 	1 	00000
1340750453 	2 	00086
1340750458 	0 	00164
1340750458 	1 	00000
1340750459 	2 	00086
1340750464 	1 	00000
1340750465 	2 	00086
1340750470 	1 	00000
1340750471 	2 	00086
1340750477 	1 	00000
1340750478 	0 	00162
1340750483 	1 	00000
1340750483 	0 	00164
1340750483 	2 	00085
1340750489 	1 	00000
1340750489 	0 	00165
1340750489 	2 	00085
1340750495 	1 	00000
1340750495 	0 	00164
1340750498 	2 	00086
1340750501 	1 	00000
1340750501 	0 	00162
1340750502 	2 	00086
1340750507 	1 	00000
1340750508 	0 	00164
1340750508 	2 	00085
1340750513 	1 	00000
1340750514 	0 	00164
1340750514 	2 	00086
1340750519 	1 	00000
1340750520 	0 	00165
1340750520 	2 	00085
1340750525 	1 	00000
1340750526 	0 	00162
1340750532 	1 	00000
1340750538 	1 	00000
1340750540 	2 	00085
1340750544 	1 	00000
1340750545 	2 	00084
1340750550 	1 	00000
1340750551 	2 	00085
1340750551 	0 	00162
1340750556 	1 	00000
1340750557 	2 	00085
1340750560 	0 	00163
1340750562 	1 	00000
1340750563 	2 	00084
1340750563 	0 	00163
1340750569 	2 	00084
1340750570 	0 	00161
1340750574 	1 	00000
1340750575 	2 	00084
1340750576 	0 	00161
1340750580 	1 	00000
1340750581 	2 	00084
1340750582 	0 	00163
1340750587 	1 	00000
1340750587 	2 	00083
1340750588 	0 	00161
1340750593 	1 	00000
1340750594 	2 	00083
1340750599 	1 	00000
1340750601 	2 	00084
1340750605 	1 	00000
1340750606 	2 	00083
1340750606 	0 	00161
1340750611 	1 	00000
1340750612 	2 	00082
1340750612 	0 	00162
1340750617 	1 	00000
1340750618 	2 	00082
1340750621 	0 	00162
1340750623 	1 	00000
1340750624 	2 	00082
1340750624 	0 	00159
1340750629 	1 	00000
1340750630 	2 	00083
1340750631 	0 	00161
1340750636 	1 	00000
1340750636 	2 	00082
1340750642 	1 	00000
1340750644 	2 	00082
1340750649 	2 	00082
1340750649 	0 	00160
1340750654 	1 	00000
1340750655 	2 	00082
1340750655 	0 	00161
1340750660 	1 	00000
1340750661 	2 	00082
1340750663 	0 	00159
1340750666 	1 	00000
1340750667 	2 	00081
1340750667 	0 	00160
1340750672 	1 	00000
1340750673 	2 	00082
1340750673 	0 	00160
1340750678 	1 	00000
1340750679 	0 	00161
1340750684 	1 	00000
1340750685 	0 	00160
1340750685 	2 	00081
1340750691 	1 	00000
1340750691 	0 	00159
1340750692 	2 	00081
1340750697 	1 	00000
1340750697 	0 	00161
1340750698 	2 	00082
1340750703 	1 	00000
1340750705 	0 	00159
1340750709 	1 	00000
1340750710 	2 	00081
1340750715 	1 	00000
1340750715 	0 	00159
1340750716 	2 	00080
1340750722 	2 	00080
1340750727 	0 	00159
1340750727 	1 	00000
1340750728 	2 	00080
1340750733 	0 	00159
1340750733 	1 	00000
1340750734 	2 	00080
1340750741 	2 	00080
1340750746 	1 	00000
1340750747 	2 	00080
1340750752 	1 	00000
1340750752 	0 	00160
1340750753 	2 	00080
1340750758 	1 	00000
1340750759 	2 	00080
1340750764 	1 	00000
1340750765 	2 	00080
1340750770 	1 	00000
1340750770 	0 	00158
1340750771 	2 	00080
1340750776 	1 	00000
1340750778 	0 	00160
1340750783 	0 	00159
1340750783 	2 	00079
1340750788 	1 	00000
1340750788 	0 	00159
1340750790 	2 	00079
1340750794 	1 	00000
1340750795 	0 	00158
1340750797 	2 	00080
1340750801 	1 	00000
1340750802 	2 	00080
1340750807 	1 	00000
1340750807 	0 	00158
1340750808 	2 	00079
1340750813 	1 	00000
1340750813 	0 	00159
1340750814 	2 	00080
1340750819 	1 	00000
1340750819 	0 	00159
1340750820 	2 	00079
1340750825 	1 	00000
1340750825 	0 	00158
1340750826 	2 	00080
1340750831 	1 	00000
1340750831 	0 	00159
1340750832 	2 	00079
1340750837 	1 	00000
1340750839 	0 	00158
1340750843 	1 	00000
1340750845 	2 	00079
1340750849 	1 	00000
1340750850 	0 	00158
1340750851 	2 	00079
1340750856 	1 	00000
1340750856 	0 	00159
1340750857 	2 	00079
1340750862 	0 	00159
1340750864 	2 	00079
1340750868 	1 	00000
1340750869 	2 	00079
1340750874 	1 	00000
1340750875 	0 	00159
1340750875 	2 	00079
1340750880 	1 	00000
1340750881 	0 	00159
1340750881 	2 	00079
1340750886 	1 	00000
1340750887 	0 	00158
1340750888 	2 	00079
1340750892 	1 	00000
1340750893 	0 	00159
1340750894 	2 	00078
1340750898 	1 	00000
1340750900 	2 	00078
1340750905 	1 	00000
1340750907 	0 	00159
1340750911 	1 	00000
1340750912 	0 	00158
1340750912 	2 	00079
1340750918 	0 	00157
1340750918 	2 	00079
1340750923 	1 	00000
1340750924 	0 	00159
1340750926 	2 	00079
1340750929 	1 	00000
1340750930 	2 	00078
1340750935 	1 	00000
1340750936 	0 	00158
1340750937 	2 	00078
1340750941 	1 	00000
1340750943 	0 	00159
1340750943 	2 	00078
1340750947 	1 	00000
1340750949 	2 	00078
1340750953 	1 	00000
1340750955 	2 	00078
1340750960 	1 	00000
1340750961 	2 	00078
1340750966 	1 	00000
1340750967 	0 	00157
1340750967 	2 	00079
1340750972 	1 	00000
1340750973 	0 	00158
1340750978 	1 	00000
1340750984 	1 	00000
1340750986 	2 	00079
1340750990 	1 	00000
1340750992 	2 	00078
1340750992 	0 	00158
1340750998 	2 	00079
1340750998 	0 	00158
1340751002 	1 	00000
1340751004 	2 	00078
1340751004 	0 	00157
1340751008 	1 	00000
1340751010 	2 	00010
1340751012 	0 	00105
1340751015 	1 	00000
1340751016 	2 	00001
1340751017 	0 	00106
1340751021 	1 	00000
1340751022 	2 	00000
1340751023 	0 	00105
1340751027 	1 	00000
1340751028 	2 	00001
1340751029 	0 	00105
1340751033 	1 	00000
1340751035 	2 	00000
1340751039 	1 	00000
1340751041 	2 	00000
1340751041 	0 	00105
1340751045 	1 	00000
1340751047 	2 	00000
1340751048 	0 	00105
1340751051 	1 	00000
1340751053 	2 	00000
1340751054 	0 	00105
1340751057 	1 	00000
1340751059 	2 	00000
1340751060 	0 	00104
1340751063 	1 	00000
1340751065 	2 	00000
1340751066 	0 	00104
1340751070 	1 	00000
1340751071 	2 	00000
1340751077 	2 	00001
1340751078 	0 	00105
1340751082 	1 	00000
1340751084 	2 	00001
1340751084 	0 	00104
1340751088 	1 	00000
1340751090 	2 	00001
1340751090 	0 	00105
1340751094 	1 	00000
1340751096 	2 	00000
1340751100 	1 	00000
1340751102 	2 	00000
1340751102 	0 	00106
1340751106 	1 	00000
1340751108 	2 	00001
1340751109 	0 	00105
1340751112 	1 	00000
1340751114 	2 	00000
1340751115 	0 	00106
1340751118 	1 	00000
1340751120 	2 	00000
1340751121 	0 	00105
1340751125 	1 	00000
1340751126 	2 	00000
1340751127 	0 	00104
1340751133 	2 	00000
1340751133 	0 	00105
1340751137 	1 	00000
1340751139 	2 	00001
1340751141 	0 	00104
1340751143 	1 	00000
1340751145 	2 	00001
1340751146 	0 	00104
1340751149 	1 	00000
1340751151 	2 	00000
1340751155 	1 	00000
1340751157 	2 	00000
1340751158 	0 	00105
1340751161 	1 	00000
1340751163 	2 	00001
1340751164 	0 	00105
1340751167 	1 	00000
1340751169 	2 	00000
1340751170 	0 	00104
1340751174 	1 	00000
1340751175 	2 	00001
1340751176 	0 	00105
1340751180 	1 	00000
1340751186 	1 	00000
1340751192 	1 	00000
1340751194 	0 	00104
1340751194 	2 	00000
1340751198 	1 	00000
1340751200 	0 	00104
1340751200 	2 	00000
1340751204 	1 	00000
1340751206 	0 	00105
1340751206 	2 	00000
1340751212 	2 	00000
1340751216 	1 	00000
1340751218 	2 	00000
1340751222 	1 	00000
1340751223 	0 	00105
1340751224 	2 	00000
1340751229 	1 	00000
1340751230 	0 	00104
1340751231 	2 	00001
1340751235 	1 	00000
1340751242 	0 	00105
1340751243 	2 	00000
1340751247 	1 	00000
1340751248 	0 	00104
1340751249 	2 	00000
1340751253 	1 	00000
1340751254 	0 	00104
1340751255 	2 	00001
1340751259 	1 	00000
1340751260 	0 	00105
1340751262 	2 	00000
1340751265 	1 	00000
1340751266 	0 	00104
1340751267 	2 	00000
1340751271 	1 	00000
1340751273 	0 	00105
1340751273 	2 	00000
1340751277 	1 	00000
1340751280 	2 	00000
1340751284 	1 	00000
1340751285 	0 	00104
1340751286 	2 	00000
1340751290 	1 	00000
1340751292 	2 	00001
1340751296 	1 	00000
1340751297 	0 	00104
1340751298 	2 	00000
1340751302 	1 	00000
1340751304 	0 	00104
1340751310 	2 	00001
1340751314 	1 	00000
1340751315 	0 	00104
1340751316 	2 	00001
1340751320 	1 	00000
1340751321 	0 	00105
1340751322 	2 	00000
1340751326 	1 	00000
1340751328 	0 	00104
1340751334 	2 	00001
1340751335 	2 	00000
1340751339 	1 	00000
1340751341 	2 	00000
1340751346 	0 	00105
1340751347 	2 	00001
1340751351 	1 	00000
1340751352 	0 	00107
1340751353 	2 	00000
1340751357 	1 	00000
1340751358 	0 	00104
1340751359 	2 	00000
1340751363 	1 	00000
1340751364 	0 	00104
1340751365 	2 	00000
1340751369 	1 	00000
1340751371 	0 	00104
1340751371 	2 	00000
1340751375 	1 	00000
1340751377 	0 	00104
1340751378 	2 	00000
1340751381 	1 	00000
1340751383 	0 	00103
1340751384 	2 	00000
1340751387 	1 	00000
1340751389 	0 	00104
1340751396 	2 	00000
1340751400 	1 	00000
1340751401 	0 	00104
1340751402 	2 	00001
1340751406 	1 	00000
1340751407 	0 	00110
1340751408 	2 	00000
1340751412 	1 	00000
1340751413 	0 	00105
1340751414 	2 	00000
1340751418 	1 	00000
1340751420 	2 	00000
1340751425 	0 	00105
1340751427 	2 	00001
1340751430 	1 	00000
1340751433 	2 	00000
1340751436 	1 	00000
1340751439 	2 	00000
1340751442 	1 	00000
1340751443 	0 	00105
1340751445 	2 	00000
1340751449 	1 	00000
1340751449 	0 	00105
1340751451 	2 	00000
1340751455 	1 	00000
1340751455 	0 	00105
1340751457 	2 	00001
1340751461 	1 	00000
1340751468 	2 	00000
1340751469 	2 	00001
1340751473 	1 	00000
1340751474 	0 	00104
1340751475 	2 	00000
1340751479 	1 	00000
1340751480 	0 	00104
1340751482 	2 	00001
1340751489 	1 	00000
1340751491 	1 	00000
1340751494 	2 	00001
1340751498 	1 	00000
1340751499 	0 	00104
1340751500 	2 	00000
1340751504 	1 	00000
1340751506 	0 	00104
1340751506 	2 	00000
1340751510 	1 	00000
1340751511 	0 	00103
1340751512 	2 	00001
1340751516 	1 	00000
1340751517 	0 	00103
1340751518 	2 	00000
1340751522 	1 	00000
1340751524 	2 	00001
1340751528 	1 	00000
1340751530 	0 	00104
1340751531 	2 	00000
1340751534 	1 	00000
1340751536 	0 	00104
1340751537 	2 	00000
1340751540 	1 	00000
1340751542 	0 	00105
1340751543 	2 	00001
1340751546 	1 	00000
1340751548 	0 	00104
1340751549 	2 	00000
1340751553 	1 	00000
1340751555 	2 	00000
1340751560 	0 	00104
1340751561 	2 	00001
1340751565 	1 	00000
1340751566 	0 	00104
1340751567 	2 	00001
1340751571 	1 	00000
1340751572 	0 	00104
1340751573 	2 	00000
1340751577 	1 	00000
1340751580 	2 	00000
1340751583 	1 	00000
1340751585 	0 	00104
1340751586 	2 	00000
1340751589 	1 	00000
1340751591 	0 	00104
1340751592 	2 	00000
1340751595 	1 	00000
1340751597 	0 	00104
1340751598 	2 	00001
1340751601 	1 	00000
1340751603 	0 	00104
1340751604 	2 	00000
1340751608 	1 	00000
1340751610 	0 	00104
1340751611 	2 	00000
1340751614 	1 	00000
1340751616 	0 	00104
1340751616 	2 	00000
1340751620 	1 	00000
1340751621 	0 	00104
1340751622 	2 	00000
1340751626 	1 	00000
1340751628 	0 	00104
1340751629 	2 	00000
1340751632 	1 	00000
1340751634 	0 	00104
1340751635 	2 	00000
1340751640 	0 	00104
1340751641 	2 	00000
1340751644 	1 	00000
1340751647 	2 	00001
1340751650 	1 	00000
1340751652 	0 	00103
1340751653 	2 	00001
1340751660 	1 	00000
1340751663 	1 	00000
1340751665 	0 	00103
1340751665 	2 	00000
1340751669 	1 	00000
1340751671 	0 	00103
1340751671 	2 	00000
1340751675 	1 	00000
1340751677 	0 	00103
1340751678 	2 	00000
1340751681 	1 	00000
1340751683 	0 	00103
1340751684 	2 	00000
1340751687 	1 	00000
1340751690 	2 	00001
1340751693 	1 	00000
1340751695 	0 	00103
1340751696 	2 	00000
1340751703 	1 	00000
1340751705 	1 	00000
1340751707 	0 	00104
1340751708 	2 	00000
1340751711 	1 	00000
1340751713 	0 	00103
1340751714 	2 	00000
1340751718 	1 	00000
1340751720 	2 	00000
1340751724 	1 	00000
1340751727 	2 	00000
1340751730 	1 	00000
1340751732 	0 	00103
1340751733 	2 	00000
1340751736 	1 	00000
1340751738 	0 	00103
1340751739 	2 	00001
1340751742 	1 	00000
1340751744 	0 	00103
1340751745 	2 	00001
1340751748 	1 	00000
1340751751 	0 	00103
1340751751 	2 	00001
1340751754 	1 	00000
1340751757 	0 	00103
1340751757 	2 	00001
1340751760 	1 	00000
1340751763 	0 	00103
1340751763 	2 	00000
1340751767 	1 	00000
1340751769 	0 	00103
1340751769 	2 	00001
1340751775 	0 	00103
1340751776 	2 	00000
1340751779 	1 	00000
1340751782 	0 	00104
1340751785 	1 	00000
1340751788 	0 	00103
1340751788 	2 	00000
1340751791 	1 	00000
1340751794 	0 	00103
1340751797 	1 	00000
1340751803 	1 	00000
1340751806 	2 	00001
1340751806 	0 	00104
1340751809 	1 	00000
1340751812 	0 	00103
1340751812 	2 	00001
1340751815 	1 	00000
1340751818 	0 	00103
1340751822 	1 	00000
1340751825 	2 	00001
1340751828 	1 	00000
1340751831 	2 	00000
1340751831 	0 	00103
1340751834 	1 	00000
1340751837 	2 	00000
1340751837 	0 	00103
1340751840 	1 	00000
1340751843 	2 	00001
1340751843 	0 	00103
1340751846 	1 	00000
1340751849 	2 	00000
1340751855 	0 	00103
1340751855 	2 	00001
1340751858 	1 	00000
1340751861 	2 	00000
1340751864 	1 	00000
1340751867 	2 	00000
1340751868 	0 	00104
1340751870 	1 	00000
1340751874 	2 	00000
1340751876 	0 	00104
1340751877 	1 	00000
1340751880 	2 	00001
1340751880 	0 	00103
1340751883 	1 	00000
1340751886 	2 	00000
1340751887 	0 	00103
1340751889 	1 	00000
1340751892 	2 	00001
1340751893 	0 	00104
1340751895 	1 	00000
1340751898 	2 	00000
1340751899 	0 	00104
1340751901 	1 	00000
1340751904 	2 	00000
1340751905 	0 	00104
1340751910 	2 	00000
1340751913 	1 	00000
1340751916 	2 	00001
1340751919 	1 	00000
1340751923 	2 	00000
1340751925 	1 	00000
1340751929 	2 	00000
1340751929 	0 	00104
1340751932 	1 	00000
1340751935 	2 	00000
1340751936 	0 	00103
1340751938 	1 	00000
1340751941 	2 	00000
1340751942 	0 	00104
1340751944 	1 	00000
1340751947 	2 	00000
1340751948 	0 	00104
1340751950 	1 	00000
1340751953 	2 	00001
1340751954 	0 	00104
1340751956 	1 	00000
1340751959 	2 	00000
1340751961 	0 	00103
1340751962 	1 	00000
1340751965 	2 	00000
1340751968 	1 	00000
1340751972 	2 	00000
1340751973 	0 	00103
1340751974 	1 	00000
1340751978 	2 	00000
1340751979 	0 	00103
1340751980 	1 	00000
1340751984 	2 	00000
1340751985 	0 	00103
1340751990 	2 	00000
1340751991 	0 	00104
1340751993 	1 	00000
1340751996 	2 	00000
1340751998 	0 	00103
1340751999 	1 	00000
1340752002 	2 	00001
1340752004 	0 	00103
1340752005 	1 	00000
1340752008 	2 	00000
1340752010 	0 	00103
1340752011 	1 	00000
1340752014 	2 	00000
1340752016 	0 	00104
1340752017 	1 	00000
1340752021 	2 	00000
1340752022 	0 	00103
1340752024 	1 	00000
1340752027 	2 	00000
1340752029 	0 	00103
1340752029 	1 	00000
1340752033 	2 	00000
1340752035 	0 	00103
1340752036 	1 	00000
1340752039 	2 	00000
1340752041 	0 	00103
1340752042 	1 	00000
1340752045 	2 	00000
1340752048 	1 	00000
1340752051 	2 	00001
1340752053 	0 	00104
1340752054 	1 	00000
1340752057 	2 	00000
1340752059 	0 	00104
1340752060 	1 	00000
1340752063 	2 	00000
1340752065 	0 	00104
1340752066 	1 	00000
1340752070 	2 	00000
1340752072 	1 	00000
1340752076 	2 	00001
1340752078 	0 	00103
1340752078 	1 	00000
1340752082 	2 	00000
1340752084 	0 	00103
1340752084 	1 	00000
1340752088 	2 	00000
1340752090 	0 	00103
1340752091 	1 	00000
1340752094 	2 	00001
1340752096 	0 	00104
1340752097 	1 	00000
1340752100 	2 	00001
1340752102 	0 	00104
1340752103 	1 	00000
1340752106 	2 	00001
1340752109 	1 	00000
1340752112 	2 	00000
1340752114 	0 	00103
1340752115 	1 	00000
1340752119 	2 	00001
1340752120 	0 	00104
1340752125 	2 	00000
1340752126 	0 	00104
1340752127 	1 	00000
1340752131 	2 	00000
1340752133 	0 	00103
1340752133 	1 	00000
1340752137 	2 	00001
1340752139 	0 	00104
1340752139 	1 	00000
1340752143 	2 	00000
1340752145 	0 	00104
1340752146 	1 	00000
1340752149 	2 	00001
1340752151 	0 	00104
1340752153 	1 	00000
1340752155 	2 	00000
1340752157 	0 	00103
1340752158 	1 	00000
1340752161 	2 	00000
1340752163 	0 	00103
1340752164 	1 	00000
1340752168 	2 	00001
1340752170 	1 	00000
1340752174 	2 	00001
1340752175 	0 	00104
1340752176 	1 	00000
1340752180 	2 	00000
1340752181 	0 	00103
1340752182 	1 	00000
1340752186 	2 	00000
1340752188 	0 	00104
1340752188 	1 	00000
1340752192 	2 	00000
1340752194 	0 	00104
1340752194 	1 	00000
1340752198 	2 	00000
1340752204 	2 	00001
1340752206 	0 	00103
1340752207 	1 	00000
1340752210 	2 	00001
1340752212 	0 	00103
1340752213 	1 	00000
1340752217 	2 	00001
1340752219 	0 	00104
1340752219 	1 	00000
1340752223 	2 	00000
1340752225 	0 	00104
1340752225 	1 	00000
1340752229 	2 	00000
1340752231 	0 	00103
1340752231 	1 	00000
1340752235 	2 	00000
1340752237 	0 	00103
1340752239 	1 	00000
1340752241 	2 	00000
1340752243 	1 	00000
1340752247 	2 	00000
1340752249 	1 	00000
1340752253 	2 	00001
1340752256 	1 	00000
1340752257 	0 	00104
1340752259 	2 	00001
1340752262 	1 	00000
1340752262 	0 	00104
1340752266 	2 	00000
1340752268 	1 	00000
1340752268 	0 	00104
1340752272 	2 	00001
1340752274 	1 	00000
1340752274 	0 	00104
1340752278 	2 	00000
1340752280 	1 	00000
1340752281 	0 	00104
1340752284 	2 	00000
1340752286 	1 	00000
1340752287 	0 	00104
1340752290 	2 	00001
1340752292 	1 	00000
1340752293 	0 	00104
1340752296 	2 	00000
1340752298 	1 	00000
1340752299 	0 	00104
1340752302 	2 	00000
1340752305 	1 	00000
1340752305 	0 	00104
1340752308 	2 	00000
1340752311 	1 	00000
1340752311 	0 	00104
1340752315 	2 	00000
1340752317 	1 	00000
1340752321 	2 	00000
1340752323 	1 	00000
1340752324 	0 	00104
1340752327 	2 	00001
1340752329 	1 	00000
1340752330 	0 	00104
1340752333 	2 	00000
1340752339 	2 	00000
1340752341 	1 	00000
1340752345 	2 	00001
1340752347 	1 	00000
1340752348 	0 	00104
1340752351 	2 	00001
1340752353 	1 	00000
1340752354 	0 	00104
1340752357 	2 	00000
1340752360 	1 	00000
1340752362 	0 	00103
1340752364 	2 	00000
1340752366 	1 	00000
1340752370 	2 	00000
1340752372 	1 	00000
1340752376 	2 	00000
1340752378 	1 	00000
1340752379 	0 	00103
1340752382 	2 	00000
1340752384 	1 	00000
1340752388 	2 	00000
1340752390 	1 	00000
1340752391 	0 	00103
1340752394 	2 	00000
1340752396 	1 	00000
1340752398 	0 	00103
