UNIXtime	sensor	watts
1340762227 	1 	00000
1340762229 	0 	00166
1340762230 	2 	00090
1340762233 	1 	00000
1340762235 	0 	00166
1340762236 	2 	00090
1340762239 	1 	00000
1340762241 	0 	00167
1340762245 	1 	00000
1340762248 	2 	00090
1340762252 	1 	00000
1340762253 	0 	00166
1340762254 	2 	00090
1340762258 	1 	00000
1340762259 	0 	00166
1340762260 	2 	00089
1340762264 	1 	00000
1340762265 	0 	00166
1340762270 	1 	00000
1340762271 	0 	00166
1340762274 	2 	00089
1340762276 	1 	00000
1340762277 	0 	00166
1340762279 	2 	00089
1340762283 	0 	00164
1340762285 	2 	00089
1340762288 	1 	00000
1340762289 	0 	00164
1340762294 	1 	00000
1340762295 	0 	00164
1340762297 	2 	00088
1340762300 	1 	00000
1340762301 	0 	00166
1340762303 	2 	00088
1340762307 	1 	00000
1340762307 	0 	00165
1340762309 	2 	00088
1340762313 	1 	00000
1340762319 	1 	00000
1340762321 	0 	00165
1340762322 	2 	00088
1340762325 	1 	00000
1340762326 	0 	00166
1340762328 	2 	00088
1340762331 	1 	00000
1340762332 	0 	00166
1340762334 	2 	00088
1340762337 	1 	00000
1340762338 	0 	00166
1340762343 	1 	00000
1340762344 	0 	00165
1340762346 	2 	00087
1340762349 	1 	00000
1340762351 	0 	00165
1340762352 	2 	00087
1340762355 	1 	00000
1340762357 	0 	00164
1340762358 	2 	00087
1340762363 	0 	00163
1340762368 	1 	00000
1340762369 	0 	00163
1340762371 	2 	00086
1340762374 	1 	00000
1340762375 	0 	00163
1340762377 	2 	00087
1340762380 	1 	00000
1340762382 	0 	00162
1340762383 	2 	00087
1340762386 	1 	00000
1340762388 	0 	00162
1340762389 	2 	00087
1340762392 	1 	00000
1340762394 	0 	00163
1340762395 	2 	00086
1340762398 	1 	00000
1340762400 	0 	00169
1340762401 	2 	00086
1340762404 	1 	00000
1340762406 	0 	00165
1340762408 	2 	00086
1340762410 	1 	00000
1340762413 	0 	00164
1340762414 	2 	00086
1340762419 	0 	00162
1340762420 	2 	00086
1340762423 	1 	00000
1340762425 	0 	00163
1340762426 	2 	00086
1340762429 	1 	00000
1340762432 	2 	00086
1340762435 	1 	00000
1340762437 	0 	00163
1340762438 	2 	00085
1340762441 	1 	00000
1340762443 	0 	00163
1340762444 	2 	00086
1340762447 	1 	00000
1340762450 	0 	00163
1340762450 	2 	00086
1340762453 	1 	00000
1340762456 	0 	00162
1340762456 	2 	00085
1340762459 	1 	00000
1340762462 	0 	00161
1340762463 	2 	00085
1340762466 	1 	00000
1340762468 	0 	00161
1340762471 	2 	00085
1340762472 	1 	00000
1340762475 	2 	00085
1340762478 	1 	00000
1340762481 	0 	00162
1340762481 	2 	00085
1340762484 	1 	00000
1340762487 	0 	00160
1340762487 	2 	00085
1340762490 	1 	00000
1340762493 	0 	00160
1340762493 	2 	00085
1340762499 	0 	00162
1340762499 	2 	00085
1340762502 	1 	00000
1340762505 	0 	00162
1340762508 	1 	00000
1340762511 	0 	00159
1340762513 	2 	00084
1340762514 	1 	00000
1340762517 	0 	00161
1340762518 	2 	00084
1340762521 	1 	00000
1340762523 	0 	00160
1340762524 	2 	00084
1340762527 	1 	00000
1340762529 	0 	00160
1340762530 	2 	00084
1340762533 	1 	00000
1340762535 	0 	00160
1340762536 	2 	00084
1340762539 	1 	00000
1340762541 	0 	00159
1340762542 	2 	00084
1340762545 	1 	00000
1340762548 	0 	00161
1340762548 	2 	00084
1340762551 	1 	00000
1340762554 	0 	00161
1340762554 	2 	00084
1340762557 	1 	00000
1340762560 	0 	00160
1340762561 	2 	00084
1340762563 	1 	00000
1340762566 	0 	00161
1340762567 	2 	00084
1340762569 	1 	00000
1340762572 	0 	00161
1340762574 	2 	00083
1340762576 	1 	00000
1340762579 	0 	00159
1340762579 	2 	00083
1340762582 	1 	00000
1340762585 	0 	00159
1340762585 	2 	00084
1340762588 	1 	00000
1340762591 	0 	00160
1340762591 	2 	00083
1340762594 	1 	00000
1340762597 	0 	00159
1340762597 	2 	00083
1340762600 	1 	00000
1340762603 	0 	00160
1340762603 	2 	00083
1340762606 	1 	00000
1340762609 	0 	00160
1340762610 	2 	00083
1340762612 	1 	00000
1340762616 	0 	00159
1340762616 	2 	00083
1340762618 	1 	00000
1340762622 	0 	00160
1340762624 	1 	00000
1340762628 	0 	00160
1340762634 	0 	00160
1340762636 	2 	00083
1340762637 	1 	00000
1340762640 	0 	00160
1340762640 	2 	00083
1340762643 	1 	00000
1340762646 	2 	00083
1340762649 	1 	00000
1340762652 	0 	00160
1340762652 	2 	00082
1340762655 	1 	00000
1340762658 	0 	00160
1340762659 	2 	00083
1340762661 	1 	00000
1340762665 	0 	00159
1340762667 	1 	00000
1340762673 	1 	00000
1340762677 	2 	00082
1340762677 	0 	00159
1340762679 	1 	00000
1340762683 	2 	00083
1340762683 	0 	00160
1340762686 	1 	00000
1340762689 	2 	00083
1340762689 	0 	00159
1340762692 	1 	00000
1340762695 	2 	00082
1340762697 	0 	00160
1340762698 	1 	00000
1340762701 	0 	00158
1340762704 	1 	00000
1340762714 	0 	00159
1340762716 	1 	00000
1340762720 	2 	00082
1340762720 	0 	00158
1340762727 	1 	00000
1340762728 	1 	00000
1340762732 	2 	00082
1340762732 	0 	00158
1340762735 	1 	00000
1340762738 	2 	00082
1340762739 	0 	00160
1340762741 	1 	00000
1340762744 	2 	00081
1340762745 	0 	00157
1340762747 	1 	00000
1340762753 	1 	00000
1340762756 	0 	00159
1340762757 	2 	00081
1340762759 	1 	00000
1340762762 	0 	00158
1340762763 	2 	00081
1340762765 	1 	00000
1340762768 	0 	00160
1340762769 	2 	00081
1340762771 	1 	00000
1340762774 	0 	00157
1340762775 	2 	00082
1340762777 	1 	00000
1340762781 	0 	00159
1340762781 	2 	00081
1340762783 	1 	00000
1340762787 	0 	00157
1340762789 	2 	00081
1340762790 	1 	00000
1340762793 	0 	00159
1340762793 	2 	00081
1340762796 	1 	00000
1340762799 	0 	00157
1340762799 	2 	00081
1340762802 	1 	00000
1340762806 	2 	00081
1340762808 	1 	00000
1340762811 	0 	00157
1340762812 	2 	00081
1340762814 	1 	00000
1340762817 	0 	00159
1340762818 	2 	00081
1340762820 	1 	00000
1340762824 	0 	00157
1340762824 	2 	00081
1340762826 	1 	00000
1340762830 	0 	00160
1340762830 	2 	00081
1340762832 	1 	00000
1340762836 	0 	00156
1340762836 	2 	00080
1340762838 	1 	00000
1340762842 	0 	00159
1340762848 	0 	00156
1340762851 	1 	00000
1340762855 	2 	00081
1340762855 	0 	00159
1340762857 	1 	00000
1340762861 	2 	00081
1340762861 	0 	00157
1340762863 	1 	00000
1340762867 	2 	00081
1340762867 	0 	00159
1340762869 	1 	00000
1340762873 	2 	00081
1340762875 	1 	00000
1340762879 	2 	00080
1340762879 	0 	00159
1340762881 	1 	00000
1340762885 	2 	00080
1340762886 	0 	00157
1340762887 	1 	00000
1340762891 	2 	00081
1340762893 	0 	00159
1340762893 	1 	00000
1340762897 	2 	00080
1340762898 	0 	00156
1340762900 	1 	00000
1340762904 	2 	00080
1340762904 	0 	00159
1340762906 	1 	00000
1340762910 	2 	00080
1340762912 	1 	00000
1340762916 	2 	00080
1340762917 	0 	00159
1340762918 	1 	00000
1340762922 	2 	00080
1340762923 	0 	00157
1340762928 	2 	00080
1340762929 	0 	00159
1340762930 	1 	00000
1340762934 	2 	00080
1340762941 	0 	00157
1340762941 	0 	00157
1340762942 	1 	00000
1340762946 	2 	00080
1340762948 	1 	00000
1340762953 	2 	00080
1340762954 	0 	00156
1340762955 	1 	00000
1340762959 	2 	00079
1340762960 	0 	00159
1340762962 	1 	00000
1340762965 	2 	00080
1340762966 	0 	00157
1340762967 	1 	00000
1340762971 	2 	00080
1340762972 	0 	00158
1340762973 	1 	00000
1340762977 	2 	00079
1340762979 	1 	00000
1340762983 	2 	00079
1340762985 	0 	00158
1340762985 	1 	00000
1340762989 	2 	00080
1340762991 	0 	00156
1340762991 	1 	00000
1340762995 	2 	00079
1340762997 	0 	00157
1340762997 	1 	00000
1340763001 	2 	00080
1340763004 	0 	00164
1340763008 	2 	00079
1340763010 	0 	00157
1340763010 	1 	00000
1340763014 	2 	00079
1340763020 	2 	00079
1340763022 	1 	00000
1340763026 	2 	00079
1340763029 	1 	00000
1340763032 	2 	00079
1340763034 	1 	00000
1340763034 	0 	00157
1340763038 	2 	00080
1340763040 	1 	00000
1340763040 	0 	00157
1340763044 	2 	00079
1340763046 	1 	00000
1340763048 	0 	00159
1340763050 	2 	00079
1340763052 	1 	00000
1340763053 	0 	00156
1340763057 	2 	00079
1340763059 	0 	00156
1340763063 	2 	00079
1340763065 	1 	00000
1340763065 	0 	00156
1340763069 	2 	00079
1340763071 	1 	00000
1340763071 	0 	00155
1340763075 	2 	00079
1340763077 	1 	00000
1340763078 	0 	00158
1340763081 	2 	00079
1340763083 	1 	00000
1340763084 	0 	00155
1340763087 	2 	00079
1340763089 	1 	00000
1340763090 	0 	00156
1340763093 	2 	00078
1340763095 	1 	00000
1340763096 	0 	00158
1340763099 	2 	00078
1340763101 	1 	00000
1340763106 	2 	00078
1340763107 	1 	00000
1340763109 	0 	00157
1340763112 	2 	00078
1340763114 	1 	00000
1340763114 	0 	00155
1340763118 	2 	00078
1340763120 	1 	00000
1340763120 	0 	00158
1340763124 	2 	00078
1340763126 	1 	00000
1340763126 	0 	00158
1340763130 	2 	00078
1340763132 	1 	00000
1340763132 	0 	00155
1340763136 	2 	00078
1340763139 	0 	00156
1340763142 	2 	00078
1340763144 	1 	00000
1340763145 	0 	00155
1340763148 	2 	00078
1340763150 	1 	00000
1340763151 	0 	00155
1340763155 	2 	00079
1340763156 	1 	00000
1340763157 	0 	00157
1340763161 	2 	00078
1340763162 	1 	00000
1340763163 	0 	00156
1340763169 	1 	00000
1340763170 	0 	00154
1340763173 	2 	00078
1340763175 	1 	00000
1340763176 	0 	00157
1340763179 	2 	00078
1340763181 	1 	00000
1340763182 	0 	00154
1340763185 	2 	00078
1340763187 	1 	00000
1340763188 	0 	00155
1340763191 	2 	00078
1340763194 	0 	00156
1340763197 	2 	00078
1340763199 	1 	00000
1340763200 	0 	00155
1340763204 	2 	00078
1340763205 	1 	00000
1340763207 	0 	00153
1340763210 	2 	00078
1340763212 	1 	00000
1340763213 	0 	00155
1340763216 	2 	00078
1340763217 	1 	00000
1340763219 	0 	00156
1340763222 	2 	00078
1340763224 	1 	00000
1340763225 	0 	00154
1340763228 	2 	00078
1340763230 	1 	00000
1340763232 	0 	00152
1340763234 	2 	00077
1340763236 	1 	00000
1340763240 	2 	00078
1340763242 	1 	00000
1340763244 	0 	00155
1340763246 	2 	00077
1340763248 	1 	00000
1340763250 	0 	00153
1340763253 	2 	00077
1340763254 	1 	00000
1340763256 	0 	00154
1340763259 	2 	00078
1340763260 	1 	00000
1340763262 	0 	00156
1340763265 	2 	00077
1340763266 	1 	00000
1340763268 	0 	00154
1340763271 	2 	00077
1340763275 	0 	00153
1340763282 	2 	00078
1340763283 	2 	00078
1340763285 	1 	00000
1340763287 	0 	00154
1340763289 	2 	00077
1340763291 	1 	00000
1340763293 	0 	00153
1340763295 	2 	00077
1340763297 	1 	00000
1340763299 	0 	00154
1340763302 	2 	00077
1340763303 	1 	00000
1340763308 	2 	00077
1340763309 	1 	00000
1340763312 	0 	00153
1340763314 	2 	00077
1340763315 	1 	00000
1340763318 	0 	00153
1340763320 	2 	00077
1340763321 	1 	00000
1340763324 	0 	00156
1340763326 	2 	00078
1340763328 	1 	00000
1340763332 	2 	00078
1340763334 	1 	00000
1340763338 	2 	00080
1340763340 	1 	00000
1340763343 	0 	00157
1340763344 	2 	00080
1340763346 	1 	00000
1340763349 	0 	00157
1340763351 	2 	00080
1340763352 	1 	00000
1340763355 	0 	00158
1340763357 	2 	00081
1340763358 	1 	00000
1340763361 	0 	00158
1340763363 	2 	00081
1340763364 	1 	00000
1340763367 	0 	00157
1340763369 	2 	00082
1340763370 	1 	00000
1340763374 	0 	00160
1340763375 	2 	00082
1340763376 	1 	00000
1340763380 	0 	00159
1340763382 	2 	00083
1340763383 	1 	00000
1340763386 	0 	00161
1340763387 	2 	00084
1340763389 	1 	00000
1340763392 	0 	00160
1340763393 	2 	00084
1340763395 	1 	00000
1340763398 	0 	00159
1340763400 	2 	00084
1340763401 	1 	00000
1340763404 	0 	00161
1340763406 	2 	00085
1340763412 	2 	00086
1340763413 	1 	00000
1340763416 	0 	00162
1340763418 	2 	00086
1340763419 	1 	00000
1340763423 	0 	00164
1340763424 	2 	00086
1340763426 	1 	00000
1340763429 	0 	00163
1340763430 	2 	00087
1340763435 	0 	00163
1340763436 	2 	00087
1340763438 	1 	00000
1340763441 	0 	00164
1340763442 	2 	00086
1340763444 	1 	00000
1340763447 	0 	00164
1340763449 	2 	00087
1340763450 	1 	00000
1340763453 	0 	00164
1340763455 	2 	00087
1340763456 	1 	00000
1340763459 	0 	00165
1340763461 	2 	00087
1340763462 	1 	00000
1340763465 	0 	00164
1340763467 	2 	00088
1340763469 	1 	00000
1340763472 	0 	00164
1340763473 	2 	00087
1340763474 	1 	00000
1340763478 	0 	00164
1340763480 	1 	00000
1340763484 	0 	00163
1340763485 	2 	00087
1340763490 	0 	00164
1340763497 	2 	00087
1340763498 	2 	00088
1340763499 	1 	00000
1340763502 	0 	00165
1340763504 	2 	00088
1340763505 	1 	00000
1340763508 	0 	00165
1340763510 	2 	00088
1340763512 	1 	00000
1340763514 	0 	00165
1340763516 	2 	00088
1340763517 	1 	00000
1340763522 	2 	00088
1340763523 	1 	00000
1340763527 	0 	00164
1340763528 	2 	00088
1340763529 	1 	00000
1340763533 	0 	00163
1340763534 	2 	00087
1340763535 	1 	00000
1340763539 	0 	00163
1340763540 	2 	00088
1340763545 	0 	00163
1340763547 	2 	00088
1340763548 	1 	00000
1340763551 	0 	00164
1340763554 	2 	00088
1340763557 	0 	00163
1340763559 	2 	00088
1340763560 	1 	00000
1340763564 	0 	00165
1340763565 	2 	00088
1340763566 	1 	00000
1340763571 	2 	00088
1340763573 	1 	00000
1340763576 	0 	00166
1340763577 	2 	00089
1340763578 	1 	00000
1340763582 	0 	00164
1340763583 	2 	00088
1340763584 	1 	00000
1340763588 	0 	00164
1340763589 	2 	00090
1340763590 	1 	00000
1340763595 	0 	00165
1340763596 	2 	00089
1340763597 	1 	00000
1340763601 	0 	00166
1340763602 	2 	00089
1340763603 	1 	00000
1340763608 	2 	00088
1340763609 	1 	00000
1340763613 	0 	00164
1340763614 	2 	00088
1340763616 	1 	00000
1340763619 	0 	00164
1340763620 	2 	00088
1340763626 	0 	00165
1340763626 	2 	00089
1340763627 	1 	00000
1340763632 	0 	00166
1340763632 	2 	00089
1340763633 	1 	00000
1340763638 	2 	00088
1340763640 	1 	00000
1340763644 	0 	00165
1340763645 	2 	00088
1340763645 	1 	00000
1340763650 	0 	00164
1340763651 	2 	00088
1340763652 	1 	00000
1340763657 	0 	00163
1340763657 	2 	00088
1340763658 	1 	00000
1340763663 	0 	00164
1340763663 	2 	00087
1340763664 	1 	00000
1340763669 	0 	00163
1340763669 	2 	00088
1340763670 	1 	00000
1340763675 	0 	00163
1340763676 	1 	00000
1340763682 	1 	00000
1340763687 	2 	00087
1340763688 	0 	00162
1340763688 	1 	00000
1340763694 	2 	00087
1340763694 	0 	00163
1340763694 	1 	00000
1340763700 	2 	00087
1340763700 	0 	00163
1340763700 	1 	00000
1340763706 	2 	00086
1340763708 	0 	00162
1340763712 	2 	00086
1340763712 	0 	00163
1340763713 	1 	00000
1340763718 	2 	00086
1340763719 	1 	00000
1340763724 	2 	00086
1340763725 	0 	00161
1340763725 	1 	00000
1340763730 	2 	00086
1340763732 	0 	00162
1340763736 	2 	00086
1340763737 	0 	00161
1340763743 	2 	00085
1340763743 	1 	00000
1340763749 	2 	00085
1340763749 	1 	00000
1340763755 	2 	00085
1340763757 	0 	00159
1340763761 	2 	00085
1340763762 	1 	00000
1340763762 	0 	00159
1340763767 	2 	00085
1340763768 	1 	00000
1340763768 	0 	00160
1340763773 	2 	00085
1340763779 	2 	00085
1340763781 	1 	00000
1340763785 	2 	00085
1340763786 	1 	00000
1340763786 	0 	00160
1340763792 	2 	00085
1340763792 	1 	00000
1340763792 	0 	00159
1340763798 	2 	00084
1340763798 	1 	00000
1340763800 	0 	00159
1340763804 	2 	00084
1340763804 	1 	00000
1340763805 	0 	00159
1340763810 	2 	00085
1340763810 	1 	00000
1340763816 	2 	00084
1340763817 	1 	00000
1340763817 	0 	00161
1340763822 	2 	00084
1340763824 	1 	00000
1340763828 	2 	00084
1340763829 	1 	00000
1340763830 	0 	00159
1340763834 	2 	00084
1340763836 	0 	00159
1340763841 	1 	00000
1340763847 	2 	00084
1340763847 	1 	00000
1340763849 	0 	00159
1340763853 	2 	00084
1340763853 	1 	00000
1340763854 	0 	00159
1340763859 	2 	00084
1340763859 	1 	00000
1340763861 	0 	00159
1340763865 	2 	00084
1340763866 	1 	00000
1340763867 	0 	00159
1340763871 	2 	00084
1340763872 	1 	00000
1340763873 	0 	00158
1340763877 	2 	00083
1340763878 	1 	00000
1340763879 	0 	00157
1340763883 	2 	00083
1340763884 	1 	00000
1340763885 	0 	00159
1340763889 	2 	00083
1340763892 	1 	00000
1340763896 	2 	00084
1340763896 	1 	00000
1340763898 	0 	00158
1340763902 	2 	00083
1340763902 	1 	00000
1340763908 	2 	00083
1340763908 	1 	00000
1340763910 	0 	00158
1340763914 	2 	00083
1340763916 	0 	00159
1340763920 	2 	00083
1340763921 	1 	00000
1340763922 	0 	00159
1340763926 	2 	00084
1340763927 	1 	00000
1340763929 	0 	00157
1340763932 	2 	00083
1340763933 	1 	00000
1340763935 	0 	00157
1340763938 	2 	00083
1340763939 	1 	00000
1340763941 	0 	00158
1340763945 	2 	00083
1340763945 	1 	00000
1340763947 	0 	00159
1340763951 	2 	00083
1340763958 	1 	00000
1340763960 	0 	00157
1340763963 	2 	00083
1340763963 	1 	00000
1340763966 	0 	00159
1340763969 	2 	00083
1340763969 	1 	00000
1340763972 	0 	00159
1340763975 	2 	00083
1340763976 	1 	00000
1340763978 	0 	00159
1340763981 	2 	00084
1340763982 	1 	00000
1340763987 	2 	00082
1340763988 	1 	00000
1340763991 	0 	00158
1340763994 	2 	00083
1340763994 	1 	00000
1340763997 	0 	00159
1340764000 	2 	00083
1340764002 	1 	00000
1340764003 	0 	00159
1340764006 	2 	00083
1340764009 	0 	00158
1340764012 	2 	00083
1340764012 	1 	00000
1340764015 	0 	00158
1340764018 	2 	00082
1340764018 	1 	00000
1340764022 	0 	00159
1340764024 	2 	00084
1340764024 	1 	00000
1340764028 	0 	00158
1340764030 	2 	00084
1340764031 	1 	00000
1340764034 	0 	00157
1340764036 	2 	00082
1340764037 	1 	00000
1340764040 	0 	00159
1340764043 	2 	00083
1340764049 	1 	00000
1340764052 	0 	00159
1340764055 	2 	00083
1340764055 	1 	00000
1340764059 	0 	00158
1340764061 	2 	00083
1340764061 	1 	00000
1340764065 	0 	00157
1340764067 	2 	00082
1340764067 	1 	00000
1340764073 	2 	00083
1340764073 	1 	00000
1340764079 	2 	00083
1340764080 	1 	00000
1340764083 	0 	00157
1340764085 	2 	00083
1340764086 	1 	00000
1340764090 	0 	00157
1340764092 	2 	00083
1340764094 	1 	00000
1340764096 	0 	00159
1340764098 	2 	00083
1340764098 	1 	00000
1340764104 	2 	00083
1340764104 	1 	00000
1340764108 	0 	00158
1340764110 	2 	00084
1340764110 	1 	00000
1340764114 	0 	00157
1340764116 	2 	00082
1340764116 	1 	00000
1340764121 	0 	00158
1340764122 	2 	00083
1340764122 	1 	00000
1340764127 	0 	00159
1340764128 	2 	00083
1340764133 	0 	00158
1340764135 	2 	00083
1340764139 	0 	00158
1340764141 	2 	00083
1340764141 	1 	00000
1340764147 	1 	00000
1340764151 	0 	00159
1340764157 	0 	00158
1340764163 	0 	00159
1340764169 	0 	00159
1340764171 	1 	00000
1340764177 	1 	00000
1340764182 	0 	00157
1340764183 	1 	00000
1340764188 	0 	00159
1340764190 	1 	00000
1340764196 	1 	00000
1340764200 	0 	00158
1340764202 	1 	00000
1340764202 	2 	00083
1340764206 	0 	00157
1340764208 	1 	00000
1340764208 	2 	00082
1340764214 	1 	00000
1340764216 	2 	00083
1340764219 	0 	00159
1340764220 	1 	00000
1340764220 	2 	00084
1340764226 	1 	00000
1340764226 	2 	00083
1340764231 	0 	00157
1340764232 	1 	00000
1340764232 	2 	00083
1340764237 	0 	00158
1340764238 	1 	00000
1340764239 	2 	00083
1340764244 	0 	00159
1340764245 	1 	00000
1340764245 	2 	00083
1340764250 	0 	00159
1340764251 	1 	00000
1340764251 	2 	00083
1340764256 	0 	00157
1340764258 	1 	00000
1340764262 	0 	00156
1340764263 	2 	00083
1340764268 	0 	00158
1340764269 	1 	00000
1340764269 	2 	00082
1340764274 	0 	00159
1340764275 	1 	00000
1340764275 	2 	00083
1340764281 	0 	00158
1340764283 	1 	00000
1340764287 	0 	00158
1340764287 	1 	00000
1340764288 	2 	00085
1340764293 	0 	00158
1340764293 	1 	00000
1340764294 	2 	00084
1340764300 	1 	00000
1340764302 	2 	00084
1340764305 	0 	00158
1340764306 	1 	00000
1340764306 	2 	00083
1340764312 	0 	00159
1340764312 	1 	00000
1340764312 	2 	00083
1340764318 	0 	00158
1340764318 	1 	00000
1340764318 	2 	00083
1340764324 	2 	00082
1340764330 	1 	00000
1340764330 	0 	00157
1340764330 	2 	00083
1340764336 	1 	00000
1340764336 	0 	00158
1340764337 	2 	00081
1340764343 	0 	00157
1340764349 	1 	00000
1340764355 	1 	00000
1340764357 	0 	00157
1340764361 	1 	00000
1340764361 	2 	00082
1340764361 	0 	00158
1340764367 	1 	00000
1340764367 	2 	00082
1340764373 	1 	00000
1340764379 	1 	00000
1340764381 	2 	00081
1340764385 	1 	00000
1340764386 	2 	00081
1340764386 	0 	00155
1340764391 	1 	00000
1340764392 	2 	00080
1340764392 	0 	00156
1340764397 	1 	00000
1340764398 	2 	00080
1340764400 	0 	00154
1340764404 	1 	00000
1340764410 	1 	00000
1340764416 	1 	00000
1340764416 	2 	00079
1340764416 	0 	00156
1340764422 	1 	00000
1340764424 	2 	00080
1340764428 	1 	00000
1340764428 	2 	00079
1340764429 	0 	00155
1340764434 	1 	00000
1340764435 	2 	00079
1340764435 	0 	00153
1340764440 	1 	00000
1340764441 	2 	00079
1340764443 	0 	00154
1340764446 	1 	00000
1340764447 	2 	00079
1340764447 	0 	00153
1340764452 	1 	00000
1340764453 	2 	00079
1340764453 	0 	00155
1340764459 	1 	00000
1340764459 	2 	00079
1340764460 	0 	00152
1340764465 	1 	00000
1340764465 	2 	00079
1340764466 	0 	00154
1340764471 	1 	00000
1340764471 	2 	00078
1340764477 	2 	00078
1340764483 	1 	00000
1340764484 	2 	00078
1340764486 	0 	00152
1340764489 	1 	00000
1340764490 	2 	00078
1340764491 	0 	00152
1340764495 	1 	00000
1340764496 	2 	00078
1340764497 	0 	00153
1340764501 	1 	00000
1340764502 	2 	00078
1340764503 	0 	00152
1340764507 	1 	00000
1340764508 	2 	00078
1340764509 	0 	00152
1340764514 	1 	00000
1340764514 	2 	00078
1340764515 	0 	00153
1340764520 	1 	00000
1340764520 	2 	00078
1340764521 	0 	00152
1340764526 	1 	00000
1340764528 	2 	00078
1340764532 	1 	00000
1340764533 	2 	00077
1340764534 	0 	00152
1340764538 	1 	00000
1340764539 	2 	00077
1340764540 	0 	00152
1340764544 	1 	00000
1340764545 	2 	00078
1340764547 	0 	00152
1340764550 	1 	00000
1340764551 	2 	00078
1340764552 	0 	00150
1340764557 	2 	00077
1340764558 	0 	00152
1340764562 	1 	00000
1340764563 	2 	00077
1340764565 	0 	00152
1340764569 	1 	00000
1340764569 	2 	00077
1340764571 	0 	00152
1340764575 	1 	00000
1340764575 	2 	00077
1340764577 	0 	00152
1340764581 	1 	00000
1340764582 	2 	00077
1340764583 	0 	00152
1340764587 	1 	00000
1340764589 	2 	00077
1340764589 	0 	00151
1340764593 	1 	00000
1340764594 	2 	00076
1340764596 	0 	00152
1340764599 	1 	00000
1340764600 	2 	00077
1340764602 	0 	00152
1340764605 	1 	00000
1340764606 	2 	00077
1340764608 	0 	00151
1340764611 	1 	00000
1340764612 	2 	00077
1340764614 	0 	00152
1340764618 	1 	00000
1340764618 	2 	00077
1340764620 	0 	00151
1340764624 	1 	00000
1340764624 	2 	00077
1340764626 	0 	00152
1340764630 	1 	00000
1340764631 	2 	00077
1340764633 	0 	00152
1340764636 	1 	00000
1340764637 	2 	00077
1340764642 	1 	00000
1340764643 	2 	00077
1340764645 	0 	00150
1340764648 	1 	00000
1340764650 	2 	00077
1340764651 	0 	00152
1340764654 	1 	00000
1340764655 	2 	00002
1340764657 	0 	00098
1340764660 	1 	00000
1340764661 	2 	00000
1340764664 	0 	00099
1340764666 	1 	00000
1340764667 	2 	00000
1340764673 	1 	00000
1340764676 	0 	00099
1340764679 	1 	00000
1340764680 	2 	00000
1340764682 	0 	00098
1340764685 	1 	00000
1340764686 	2 	00001
1340764688 	0 	00099
1340764692 	2 	00000
1340764695 	0 	00099
1340764697 	1 	00000
1340764698 	2 	00000
1340764701 	0 	00101
1340764703 	1 	00000
1340764704 	2 	00001
1340764707 	0 	00098
1340764709 	1 	00000
1340764710 	2 	00000
1340764713 	0 	00098
1340764715 	1 	00000
1340764717 	2 	00000
1340764719 	0 	00099
1340764721 	1 	00000
1340764726 	0 	00098
1340764728 	1 	00000
1340764729 	2 	00001
1340764732 	0 	00099
1340764734 	1 	00000
1340764735 	2 	00000
1340764738 	0 	00098
1340764740 	1 	00000
1340764741 	2 	00001
1340764744 	0 	00099
1340764746 	1 	00000
1340764752 	1 	00000
1340764753 	2 	00001
1340764758 	1 	00000
1340764760 	2 	00000
1340764763 	0 	00099
1340764764 	1 	00000
1340764765 	2 	00000
1340764769 	0 	00099
1340764775 	0 	00099
1340764776 	1 	00000
1340764777 	2 	00000
1340764781 	0 	00102
1340764783 	1 	00000
1340764784 	2 	00000
1340764787 	0 	00099
1340764789 	1 	00000
1340764790 	2 	00000
1340764793 	0 	00098
1340764795 	1 	00000
1340764799 	0 	00099
1340764801 	1 	00000
1340764803 	2 	00001
1340764805 	0 	00099
1340764807 	1 	00000
1340764808 	2 	00000
1340764812 	0 	00099
1340764813 	1 	00000
1340764814 	2 	00001
1340764819 	1 	00000
1340764824 	0 	00099
1340764825 	1 	00000
1340764827 	2 	00000
1340764830 	0 	00099
1340764831 	1 	00000
1340764833 	2 	00000
1340764836 	0 	00099
1340764838 	1 	00000
1340764839 	2 	00001
1340764850 	1 	00000
1340764851 	2 	00001
1340764855 	0 	00098
1340764856 	1 	00000
1340764857 	2 	00000
1340764861 	0 	00101
1340764862 	1 	00000
1340764863 	2 	00000
1340764867 	0 	00099
1340764868 	1 	00000
1340764874 	0 	00098
1340764882 	1 	00000
1340764886 	0 	00099
1340764887 	1 	00000
1340764888 	2 	00000
1340764892 	0 	00098
1340764893 	1 	00000
1340764898 	0 	00099
1340764899 	1 	00000
1340764901 	2 	00000
1340764905 	0 	00099
1340764906 	2 	00000
1340764911 	0 	00102
1340764911 	1 	00000
1340764912 	2 	00000
1340764917 	0 	00099
1340764917 	1 	00000
1340764923 	1 	00000
1340764924 	2 	00000
1340764929 	1 	00000
1340764929 	0 	00099
1340764931 	2 	00000
1340764935 	1 	00000
1340764936 	0 	00099
1340764937 	2 	00001
1340764942 	1 	00000
1340764948 	1 	00000
1340764949 	0 	00099
1340764954 	1 	00000
1340764954 	0 	00099
1340764955 	2 	00001
1340764960 	1 	00000
1340764961 	0 	00101
1340764961 	2 	00000
1340764966 	1 	00000
1340764967 	0 	00099
1340764972 	1 	00000
1340764973 	0 	00099
